Files Compared,ORB 1,SSIM 1,ORB 2,SSIM 2,ORB 3,SSIM 3,ORB 4,SSIM 4,ORB 5,SSIM 5
"('1.png', '35.png')",0.572093023,0.702249666,0.76,0.813724807,0.91902834,0.867302922,0.972111554,0.925542551,0.995454545,0.947750168
"('1.png', '36.png')",0.583732057,0.858460481,0.836734694,0.788352995,0.904347826,0.903557317,0.957692308,0.931639564,1,0.991608245
"('1.png', '37.png')",0.556962025,0.805457073,0.808333333,0.810563438,0.898305085,0.880999298,0.974264706,0.92822051,1,0.980563192
"('1.png', '38.png')",0.599118943,0.849262131,0.740585774,0.797581176,0.931192661,0.904135021,0.986046512,0.941132447,1,0.972716622
"('1.png', '39.png')",0.553398058,0.821580645,0.840304183,0.790522337,0.949541284,0.919348234,0.958955224,0.938307654,1,0.993991013
"('1.png', '40.png')",0.657004831,0.854060882,0.834101382,0.823376331,0.927659574,0.904585876,0.966244726,0.907385409,1,0.994815737
"('1.png', '41.png')",0.581196581,0.852381199,0.868613139,0.804507123,0.918803419,0.889352292,0.973282443,0.930012497,1,0.986067297
"('1.png', '42.png')",0.579646018,0.712489944,0.675799087,0.794524656,0.899122807,0.870005622,0.977859779,0.929128649,1,0.993991013
"('1.png', '43.png')",0.571428571,0.81460579,0.765765766,0.817409107,0.888392857,0.863239164,0.976653696,0.929956539,1,0.985852896
"('1.png', '44.png')",0.551569507,0.77431003,0.77826087,0.691113887,0.91,0.813914542,0.98467433,0.922897259,1,0.98226337
"('1.png', '45.png')",0.676923077,0.797947424,0.74742268,0.809633212,0.96812749,0.912997476,0.986666667,0.945581246,1,0.975988151
"('1.png', '46.png')",0.705882353,0.494725183,0.84063745,0.751046742,0.88209607,0.891718393,0.953333333,0.870250933,1,0.967765041
"('1.png', '47.png')",0.446078431,0.670918589,0.793522267,0.800572178,0.856521739,0.836208204,0.961538462,0.940242188,0.996563574,0.979906911
"('1.png', '48.png')",0.492307692,0.669935182,0.755102041,0.807405669,0.9543379,0.912520759,0.981273408,0.91094167,1,0.979853734
"('1.png', '49.png')",0.561643836,0.830834599,0.752293578,0.774742412,0.940711462,0.898873983,0.9765625,0.938867106,1,0.993991013
"('1.png', '50.png')",0.571428571,0.577666251,0.810185185,0.823295709,0.906403941,0.89578499,0.967153285,0.92248175,1,0.971557729
"('1.png', '51.png')",0.534653465,0.779026594,0.746887967,0.789328271,0.911290323,0.886397778,0.968379447,0.936610507,1,0.985699712
"('1.png', '52.png')",0.61025641,0.83651499,0.825242718,0.817006932,0.95412844,0.894841857,0.969581749,0.937938252,0.996969697,0.969977701
"('1.png', '53.png')",0.644578313,0.699908343,0.837004405,0.820162269,0.939393939,0.906942009,0.96347032,0.931846128,1,0.984405594
"('1.png', '54.png')",0.569948187,0.795505383,0.803773585,0.818091936,0.966346154,0.89985127,0.977695167,0.926774993,1,0.976406797
"('1.png', '55.png')",0.67539267,0.524506819,0.704918033,0.796332472,0.809090909,0.884356312,0.992156863,0.908706334,0.997409326,0.975045889
"('1.png', '56.png')",0.502242152,0.828515001,0.850220264,0.812947923,0.927536232,0.812265548,0.977011494,0.933405641,1,0.976518229
"('1.png', '57.png')",0.561576355,0.847382653,0.751381215,0.678773675,0.970711297,0.915026402,0.98540146,0.931172556,1,0.993991013
"('1.png', '58.png')",0.540816327,0.822004071,0.856573705,0.828072078,0.923469388,0.8675812,0.95505618,0.911013405,1,0.968550327
"('1.png', '59.png')",0.610091743,0.82622067,0.819923372,0.808353604,0.834146341,0.835468849,0.995850622,0.92574881,1,0.936449617
"('1.png', '60.png')",0.541436464,0.812631314,0.736040609,0.799372541,0.87398374,0.873834619,0.992217899,0.934496745,1,0.977002978
"('1.png', '61.png')",0.598591549,0.55430293,0.843601896,0.815015633,0.911646586,0.876195315,0.970479705,0.931330312,1,0.993991013
"('1.png', '62.png')",0.558558559,0.729780038,0.788732394,0.804202264,0.873417722,0.872662038,0.950570342,0.917162357,1,0.982380473
"('1.png', '63.png')",0.479452055,0.768481853,0.82278481,0.824408839,0.875,0.862873924,0.961389961,0.930160185,1,0.970103001
"('1.png', '64.png')",0.559405941,0.814886275,0.881918819,0.774356821,0.91627907,0.882165215,0.973880597,0.933174111,1,0.946175816
"('2.png', '3.png')",0.846590909,0.847216542,0.885714286,0.886266193,0.960199005,0.905941707,0.991631799,0.948937843,1,0.984243155
"('2.png', '4.png')",0.62244898,0.766824971,0.881057269,0.849827653,0.952191235,0.911225572,1,0.976077781,1,0.992354533
"('2.png', '5.png')",0.717105263,0.452600929,0.900398406,0.862667075,0.96969697,0.915294444,1,0.934618087,1,0.924263804
"('2.png', '6.png')",0.593495935,0.858405618,0.86381323,0.884238393,0.948275862,0.859051457,0.995,0.951059891,1,1
"('2.png', '7.png')",0.555045872,0.787431576,0.837301587,0.848756747,0.972477064,0.889190455,0.99609375,0.946541905,1,0.978035972
"('2.png', '8.png')",0.674311927,0.817428095,0.847619048,0.846960413,0.930693069,0.866155115,0.995327103,0.969841772,1,0.986257153
"('2.png', '9.png')",0.572093023,0.808276615,0.845132743,0.841873959,0.941176471,0.894296951,0.992125984,0.989921279,1,0.994118662
"('2.png', '10.png')",0.60199005,0.808258104,0.917030568,0.890602463,0.944,0.91018016,0.995901639,0.961612777,1,0.989518776
"('2.png', '11.png')",0.519823789,0.796071304,0.738693467,0.843222674,0.918781726,0.866489246,1,0.974091641,1,1
"('2.png', '12.png')",0.613207547,0.798397805,0.797468354,0.81685046,0.882022472,0.804118535,0.993333333,0.938746246,1,1
"('2.png', '13.png')",0.602362205,0.82865707,0.87826087,0.848042096,0.931034483,0.891234197,0.994318182,0.958815638,1,0.916730035
"('2.png', '14.png')",0.631578947,0.800269989,0.784552846,0.806747545,0.969924812,0.911929931,1,0.979704761,1,1
"('2.png', '15.png')",0.622641509,0.823357817,0.743718593,0.844571921,0.951219512,0.88432662,0.99103139,0.952685346,1,0.950543679
"('2.png', '16.png')",0.549222798,0.77722024,0.860759494,0.87936472,0.901041667,0.884493299,0.989010989,0.950852822,1,1
"('2.png', '17.png')",0.659090909,0.839609585,0.801724138,0.877952037,0.952173913,0.890733212,1,0.920829599,1,0.99427451
"('2.png', '18.png')",0.648648649,0.826701161,0.914798206,0.886325091,0.958115183,0.877011838,0.994285714,0.948022057,1,0.968523621
"('2.png', '19.png')",0.670212766,0.654430584,0.88362069,0.843234271,0.952380952,0.921799908,1,0.995415703,1,1
"('2.png', '20.png')",0.625592417,0.840008462,0.676923077,0.835651804,0.944,0.891351743,0.993197279,0.949968934,1,0.988524498
"('2.png', '21.png')",0.610619469,0.851493184,0.807174888,0.774228298,0.961702128,0.92846998,0.995575221,0.949850636,1,0.976408743
"('2.png', '22.png')",0.601769912,0.831954883,0.87037037,0.868069794,0.942028986,0.801376898,0.990595611,0.977042116,1,0.965912723
"('2.png', '23.png')",0.644230769,0.836286466,0.909448819,0.855643347,0.93989071,0.871495996,0.977477477,0.919180984,1,0.991931731
"('2.png', '24.png')",0.615384615,0.728403167,0.866666667,0.792043648,0.932489451,0.907984631,0.996376812,0.969309926,1,1
"('2.png', '25.png')",0.681372549,0.798308897,0.891666667,0.888124429,0.959798995,0.844950955,0.995575221,0.976638856,1,1
"('2.png', '26.png')",0.56,0.450669005,0.863013699,0.842270745,0.949238579,0.893632087,1,0.942506301,1,0.982416351
"('2.png', '27.png')",0.632978723,0.812360207,0.808411215,0.849786148,0.940540541,0.902081924,0.995215311,0.938396291,1,0.926093565
"('2.png', '28.png')",0.700787402,0.562987749,0.855263158,0.833493163,0.936893204,0.904888888,0.985915493,0.897368314,1,0.992606691
"('2.png', '29.png')",0.578947368,0.828257003,0.8,0.845629913,0.942731278,0.915311045,0.978873239,0.941439204,0.997229917,0.98372645
"('2.png', '30.png')",0.595555556,0.79756651,0.864485981,0.87190342,0.926701571,0.867778897,0.99078341,0.964725509,1,0.988962466
"('2.png', '31.png')",0.555045872,0.84555621,0.829596413,0.747486851,0.903225806,0.896381259,1,0.957673693,1,0.985318262
"('2.png', '32.png')",0.634730539,0.46823284,0.922746781,0.852871016,0.927038627,0.839177462,0.996268657,0.978300847,1,0.99757746
"('2.png', '33.png')",0.674757282,0.829100928,0.918552036,0.755270956,0.948275862,0.879287309,0.98245614,0.799263709,1,0.975000315
"('2.png', '34.png')",0.670833333,0.872102909,0.837837838,0.723017844,0.983870968,0.922424272,0.964028777,0.931264208,1,1
"('2.png', '35.png')",0.615384615,0.700327933,0.827433628,0.857734624,0.939516129,0.873752163,0.996539792,0.96577014,0.99537037,0.953759154
"('2.png', '36.png')",0.618604651,0.845097887,0.862831858,0.821125726,0.954545455,0.916396237,0.993506494,0.97846775,1,0.997617232
"('2.png', '37.png')",0.598290598,0.810741851,0.853982301,0.826657041,0.934883721,0.887924383,0.996062992,0.942581585,1,0.986572179
"('2.png', '38.png')",0.639830508,0.872506256,0.796747967,0.882020681,0.95049505,0.899268626,0.993610224,0.989028002,1,0.977751483
"('2.png', '39.png')",0.615384615,0.826214121,0.8875,0.813704538,0.983193277,0.930784294,1,0.970452625,1,1
"('2.png', '40.png')",0.645418327,0.889400629,0.916666667,0.865012325,0.96347032,0.906313835,0.989637306,0.938653259,1,0.996156049
"('2.png', '41.png')",0.688311688,0.895779048,0.911764706,0.832602117,0.967078189,0.898782722,1,0.974506902,1,0.992076283
"('2.png', '42.png')",0.60944206,0.713872559,0.748837209,0.839859718,0.926267281,0.875919376,0.996688742,0.968204413,1,1
"('2.png', '43.png')",0.617391304,0.822965887,0.829493088,0.863605176,0.916666667,0.874632426,1,0.972735238,1,0.991861883
"('2.png', '44.png')",0.565789474,0.788903091,0.814814815,0.712411503,0.965517241,0.832871431,0.996732026,0.959544609,1,0.988272356
"('2.png', '45.png')",0.680751174,0.791452041,0.862745098,0.857556063,0.984790875,0.916656546,1,0.993520314,1,0.981997138
"('2.png', '46.png')",0.71641791,0.493187745,0.891213389,0.788828268,0.917874396,0.890786675,0.964912281,0.909938316,1,0.973774028
"('2.png', '47.png')",0.519047619,0.669853786,0.841463415,0.862356302,0.931034483,0.837817559,0.996835443,0.989254589,0.996453901,0.985915898
"('2.png', '48.png')",0.510309278,0.66843224,0.806930693,0.872812847,0.94980695,0.926061959,0.991769547,0.933966705,1,0.98586272
"('2.png', '49.png')",0.647321429,0.84029734,0.7960199,0.806443881,0.9609375,0.899395924,1,0.978667388,1,1
"('2.png', '50.png')",0.619565217,0.580777496,0.83982684,0.887363445,0.96,0.906422153,1,0.953276137,1,0.977559033
"('2.png', '51.png')",0.576530612,0.790229827,0.789256198,0.846971852,0.965517241,0.901696607,0.991017964,0.974694268,1,0.991708698
"('2.png', '52.png')",0.68556701,0.845079955,0.885844749,0.893182026,0.960352423,0.894100013,0.985549133,0.97323259,0.996884735,0.975979438
"('2.png', '53.png')",0.646153846,0.709588275,0.938053097,0.88984175,0.945255474,0.910249633,0.98828125,0.97771382,1,0.990414581
"('2.png', '54.png')",0.593908629,0.788801801,0.804511278,0.856231309,0.962616822,0.907396541,0.985964912,0.968238317,1,0.982408101
"('2.png', '55.png')",0.701492537,0.531891635,0.754189944,0.847330221,0.896825397,0.899268266,1,0.933732549,0.997319035,0.981054875
"('2.png', '56.png')",0.561643836,0.838093022,0.866108787,0.868676057,0.947368421,0.826418398,1,0.980992841,1,0.982527215
"('2.png', '57.png')",0.554054054,0.839491129,0.789772727,0.699152667,0.98245614,0.920601593,0.993103448,0.975296826,1,1
"('2.png', '58.png')",0.623762376,0.836058605,0.953703704,0.89073671,0.968085106,0.880253943,0.987854251,0.953662728,1,0.974518926
"('2.png', '59.png')",0.652173913,0.813889885,0.893442623,0.839266857,0.904761905,0.839407133,0.991758242,0.968278594,1,0.942458603
"('2.png', '60.png')",0.578378378,0.808603952,0.810185185,0.850158073,0.899082569,0.857802549,0.993589744,0.975734749,1,0.983011964
"('2.png', '61.png')",0.612903226,0.550163524,0.841409692,0.882252974,0.929460581,0.871659816,0.996124031,0.966649435,1,1
"('2.png', '62.png')",0.594827586,0.732962011,0.892703863,0.876220777,0.938016529,0.883451212,0.984251969,0.950031755,1,0.988389459
"('2.png', '63.png')",0.463829787,0.781949633,0.876068376,0.900466574,0.896969697,0.863013789,0.992882562,0.969039354,1,0.975935589
"('2.png', '64.png')",0.642857143,0.805873073,0.895196507,0.827591795,0.961165049,0.884332153,0.996212121,0.97227891,1,0.951508988
"('3.png', '4.png')",0.810055866,0.756276338,0.819587629,0.861424306,0.963917526,0.909532921,0.988188976,0.937650891,1,0.981188473
"('3.png', '5.png')",0.857142857,0.458616263,0.793269231,0.868952465,0.975728155,0.909178818,0.986363636,0.897906544,1,0.913012133
"('3.png', '6.png')",0.813829787,0.858696466,0.816964286,0.8863801,0.900552486,0.862382283,0.99122807,0.908596797,1,0.984243155
"('3.png', '7.png')",0.81871345,0.859793379,0.766990291,0.824735351,0.961722488,0.896919978,0.991967871,0.912818737,1,0.966895584
"('3.png', '8.png')",0.865671642,0.877914738,0.800947867,0.85646297,0.939393939,0.865559598,0.987234043,0.933202448,1,0.970841247
"('3.png', '9.png')",0.770491803,0.888226635,0.770562771,0.860289039,0.942583732,0.900836916,0.983673469,0.949026082,1,0.978361818
"('3.png', '10.png')",0.784688995,0.847148236,0.857819905,0.890825449,0.909090909,0.90865236,0.988593156,0.928365912,1,0.973785189
"('3.png', '11.png')",0.731034483,0.829819693,0.659192825,0.864814485,0.916230366,0.873199229,0.977186312,0.936799937,1,0.984243155
"('3.png', '12.png')",0.823788546,0.84194941,0.7,0.810198533,0.868571429,0.809096756,0.975728155,0.900684427,1,0.984243155
"('3.png', '13.png')",0.782407407,0.862707749,0.808888889,0.882362078,0.932692308,0.893647141,0.974248927,0.919575205,1,0.912557247
"('3.png', '14.png')",0.804123711,0.848770524,0.740740741,0.813512885,0.956730769,0.914072975,0.958333333,0.937872878,1,0.984243155
"('3.png', '15.png')",0.802690583,0.873198987,0.633484163,0.847154097,0.97044335,0.888663451,0.975510204,0.914998598,1,0.935293298
"('3.png', '16.png')",0.707602339,0.8026336,0.786666667,0.890637711,0.930107527,0.893477865,0.986238532,0.913445137,1,0.984243155
"('3.png', '17.png')",0.915422886,0.917092238,0.734782609,0.89225301,0.928205128,0.902274836,0.970731707,0.893437889,1,0.978517665
"('3.png', '18.png')",0.887892377,0.88520452,0.868778281,0.915794194,0.954314721,0.887901773,0.980952381,0.909217302,1,0.953223265
"('3.png', '19.png')",0.804545455,0.683637152,0.769565217,0.848678002,0.948356808,0.923472727,0.995327103,0.95164385,1,0.984243155
"('3.png', '20.png')",0.820717131,0.882017003,0.637209302,0.841662659,0.910994764,0.890151854,0.991803279,0.910847946,1,0.972908156
"('3.png', '21.png')",0.771186441,0.882202742,0.691176471,0.769985868,0.962616822,0.925301494,0.967871486,0.916654874,1,0.960651899
"('3.png', '22.png')",0.827433628,0.879218134,0.814634146,0.868167795,0.87012987,0.788743372,0.980694981,0.936590078,1,0.95100764
"('3.png', '23.png')",0.893939394,0.902844885,0.854368932,0.874423474,0.940540541,0.878769169,0.979166667,0.885405616,1,0.976174886
"('3.png', '24.png')",0.831460674,0.768148442,0.8,0.792058511,0.918660287,0.905998522,0.98046875,0.935915341,1,0.984243155
"('3.png', '25.png')",0.853061224,0.877221381,0.823770492,0.895804571,0.9,0.849478091,0.982608696,0.937086597,1,0.984243155
"('3.png', '26.png')",0.815068493,0.455475579,0.859090909,0.84883091,0.959183673,0.895217416,0.982683983,0.910929175,1,0.96685696
"('3.png', '27.png')",0.800947867,0.878132765,0.778846154,0.850943723,0.960199005,0.909895127,0.974895397,0.928355376,0.996865204,0.911632355
"('3.png', '28.png')",0.810457516,0.574663501,0.726804124,0.835938521,0.935185185,0.916123246,0.967391304,0.863662445,1,0.977023962
"('3.png', '29.png')",0.769230769,0.857397348,0.709401709,0.86881791,0.930232558,0.916546819,0.974358974,0.909038471,1,0.968507077
"('3.png', '30.png')",0.828125,0.873175721,0.833333333,0.881114019,0.932291667,0.880597812,0.97826087,0.922136429,1,0.973327266
"('3.png', '31.png')",0.689839572,0.871067427,0.79245283,0.759873473,0.943037975,0.899184592,0.96875,0.921683433,1,0.969856127
"('3.png', '32.png')",0.821917808,0.487745234,0.790697674,0.854970258,0.885542169,0.838750831,0.980079681,0.937689623,1,0.981820615
"('3.png', '33.png')",0.888888889,0.88703829,0.873015873,0.754978358,0.927374302,0.886576324,0.967320261,0.778030161,1,0.961663541
"('3.png', '34.png')",0.799107143,0.883886899,0.763819095,0.718604519,0.971153846,0.927125228,0.962162162,0.891323204,1,0.984243155
"('3.png', '35.png')",0.849462366,0.71528823,0.714953271,0.860583637,0.933333333,0.881425929,0.976377953,0.939163983,1,0.938045354
"('3.png', '36.png')",0.900398406,0.887989532,0.815789474,0.827016835,0.945454545,0.917423048,0.984496124,0.935236489,1,0.981976215
"('3.png', '37.png')",0.861111111,0.872793117,0.846889952,0.84122301,0.859903382,0.897564182,0.988549618,0.913481599,1,0.970815334
"('3.png', '38.png')",0.795744681,0.859103701,0.708154506,0.880898971,0.972727273,0.898362759,0.989323843,0.950689614,1,0.968684659
"('3.png', '39.png')",0.912037037,0.936176086,0.806603774,0.814970556,0.957894737,0.935408492,0.988188976,0.931927531,1,0.984243155
"('3.png', '40.png')",0.91509434,0.915642029,0.862745098,0.892028734,0.961352657,0.905785313,0.96969697,0.915071673,1,0.980399204
"('3.png', '41.png')",0.857142857,0.864527743,0.842105263,0.842473359,0.912037037,0.90136043,0.98490566,0.933777133,1,0.976319439
"('3.png', '42.png')",0.855263158,0.755931928,0.665217391,0.834093429,0.891891892,0.880572827,0.992307692,0.931976048,1,0.984243155
"('3.png', '43.png')",0.883838384,0.865482874,0.842857143,0.874014804,0.946524064,0.87698106,0.975903614,0.941255996,1,0.97612938
"('3.png', '44.png')",0.722543353,0.832940929,0.696969697,0.711672215,0.933333333,0.821923208,0.961089494,0.922320597,1,0.972515512
"('3.png', '45.png')",0.880530973,0.891142559,0.769230769,0.882230199,0.985714286,0.917736702,0.991150442,0.950359259,1,0.969109883
"('3.png', '46.png')",0.854304636,0.51114033,0.811059908,0.791350843,0.9375,0.890824916,0.976190476,0.878670314,1,0.958029784
"('3.png', '47.png')",0.725352113,0.711832089,0.747663551,0.869274206,0.936046512,0.847955454,0.969465649,0.945969967,1,0.970159053
"('3.png', '48.png')",0.717741935,0.704292874,0.74537037,0.885378918,0.930693069,0.933086855,0.995934959,0.904413879,1,0.974170768
"('3.png', '49.png')",0.865284974,0.900060023,0.668604651,0.807212824,0.941463415,0.907832385,0.988416988,0.938662234,1,0.984243155
"('3.png', '50.png')",0.857988166,0.622577024,0.8,0.897181115,0.956937799,0.914331064,0.952191235,0.925809407,1,0.9619993
"('3.png', '51.png')",0.797979798,0.867682656,0.740196078,0.847205426,0.95154185,0.909863344,0.955390335,0.93922445,1,0.97638392
"('3.png', '52.png')",0.939252336,0.954168488,0.880952381,0.893443212,0.921465969,0.898560825,0.972440945,0.935272604,1,0.960770186
"('3.png', '53.png')",0.839449541,0.744393223,0.878787879,0.882974301,0.964285714,0.916478225,0.981132075,0.939975899,1,0.979427482
"('3.png', '54.png')",0.808411215,0.865454208,0.775119617,0.853145822,0.951456311,0.906695202,0.97810219,0.931471616,1,0.970908942
"('3.png', '55.png')",0.912568306,0.599827575,0.7,0.848674169,0.882352941,0.900119122,0.983539095,0.900339985,1,0.965443341
"('3.png', '56.png')",0.796407186,0.870316403,0.773869347,0.870347528,0.9,0.831177293,0.988235294,0.936663966,1,0.972776208
"('3.png', '57.png')",0.778894472,0.865610241,0.739393939,0.69424505,0.973913043,0.92274356,0.98828125,0.936701311,1,0.984243155
"('3.png', '58.png')",0.822510823,0.874877519,0.891625616,0.903736127,0.932989691,0.880738505,0.988047809,0.916534232,1,0.960662636
"('3.png', '59.png')",0.848214286,0.886969383,0.836448598,0.852237689,0.92,0.838927239,0.987903226,0.926328975,1,0.930125401
"('3.png', '60.png')",0.844036697,0.838795545,0.784688995,0.847604988,0.905027933,0.854920209,0.992395437,0.939622174,1,0.967453627
"('3.png', '61.png')",0.836477987,0.571949658,0.787234043,0.896924077,0.924528302,0.875155089,0.973180077,0.927280171,1,0.984243155
"('3.png', '62.png')",0.810344828,0.715258466,0.827906977,0.863493847,0.875,0.8814056,0.97752809,0.919626905,1,0.972814945
"('3.png', '63.png')",0.717391304,0.845839396,0.775119617,0.900771184,0.834437086,0.856514272,0.981412639,0.939459526,1,0.960561233
"('3.png', '64.png')",0.838541667,0.887074196,0.848484848,0.833359953,0.901960784,0.884798673,0.973977695,0.937540157,1,0.936478179
"('4.png', '5.png')",0.772972973,0.463372924,0.855895197,0.87136142,0.954751131,0.922699574,0.979899497,0.921297287,1,0.917350372
"('4.png', '6.png')",0.633879781,0.745944896,0.857142857,0.867484921,0.915322581,0.883447754,0.962616822,0.935689929,1,0.992354533
"('4.png', '7.png')",0.683257919,0.740996053,0.83127572,0.835975992,0.948275862,0.90133718,0.982014388,0.936955171,1,0.970519849
"('4.png', '8.png')",0.732217573,0.761301636,0.815384615,0.845052354,0.947643979,0.878362689,0.975903614,0.95543884,1,0.978986988
"('4.png', '9.png')",0.658653846,0.739833143,0.819905213,0.848769289,0.934782609,0.908125994,0.987421384,0.974411014,1,0.986473196
"('4.png', '10.png')",0.689956332,0.753748659,0.90521327,0.848335067,0.903345725,0.931227095,0.981132075,0.952883998,1,0.982005026
"('4.png', '11.png')",0.591111111,0.756730529,0.645320197,0.839461353,0.862944162,0.880806256,0.982876712,0.959130901,1,0.992354533
"('4.png', '12.png')",0.717277487,0.731390935,0.845588235,0.819581696,0.851485149,0.825263204,0.981818182,0.924709327,1,0.992354533
"('4.png', '13.png')",0.618811881,0.742147169,0.816326531,0.860696799,0.906666667,0.889140895,0.96039604,0.943731096,1,0.916959235
"('4.png', '14.png')",0.662162162,0.736921255,0.808333333,0.808094441,0.952,0.931139245,0.97993311,0.960594767,1,0.992354533
"('4.png', '15.png')",0.70754717,0.750130665,0.663265306,0.831214451,0.951754386,0.897549485,0.988188976,0.938024716,1,0.943054897
"('4.png', '16.png')",0.66122449,0.78742471,0.805429864,0.878456155,0.882653061,0.897579239,0.98974359,0.936546225,1,0.992354533
"('4.png', '17.png')",0.701657459,0.757396379,0.76146789,0.855157207,0.909448819,0.907844044,0.978835979,0.912262358,1,0.986629043
"('4.png', '18.png')",0.691964286,0.765682599,0.877729258,0.874228065,0.889447236,0.893204469,0.990291262,0.934404791,1,0.961071135
"('4.png', '19.png')",0.775229358,0.665073405,0.865546218,0.848558692,0.950819672,0.919043854,1,0.979905439,1,0.992354533
"('4.png', '20.png')",0.682692308,0.753190028,0.671794872,0.832535269,0.928030303,0.906343282,0.983164983,0.936900804,1,0.980879032
"('4.png', '21.png')",0.633663366,0.735613343,0.802690583,0.760621827,0.952830189,0.939045968,0.976190476,0.939823141,1,0.968763277
"('4.png', '22.png')",0.694444444,0.744669386,0.814285714,0.849261945,0.923423423,0.807982798,0.989795918,0.962593645,1,0.962577759
"('4.png', '23.png')",0.748917749,0.757819325,0.907563025,0.864103897,0.913043478,0.892870831,0.987179487,0.911388362,1,0.984286264
