Files Compared,ORB 1,SSIM 1,ORB 2,SSIM 2,ORB 3,SSIM 3,ORB 4,SSIM 4,ORB 5,SSIM 5
"('57.png', '23.png')",0.734042553,0.833417358,0.815450644,0.732200938,0.91005291,0.860338347,0.985576923,0.899462445,0.994065282,0.975170485
"('57.png', '42.png')",0.783269962,0.714168566,0.614213198,0.679014309,0.92,0.852347221,0.987755102,0.932682606,1,0.990427845
"('57.png', '15.png')",0.803508772,0.814288715,0.641025641,0.702888535,0.941463415,0.855756776,0.954545455,0.928360007,0.994382022,0.972196603
"('57.png', '52.png')",0.761904762,0.803500989,0.849462366,0.729410836,0.943231441,0.892292544,0.973451327,0.931613999,0.993421053,0.949262334
"('57.png', '7.png')",0.714285714,0.763527123,0.843881857,0.745907736,0.963800905,0.856766204,0.94893617,0.893888926,1,0.989137482
"('57.png', '8.png')",0.85840708,0.758680742,0.774566474,0.713186681,0.930555556,0.864263582,0.991189427,0.932358546,1,0.99492939
"('57.png', '11.png')",0.772727273,0.712037499,0.683962264,0.710760369,0.938679245,0.863592318,0.976525822,0.893731977,1,0.995294157
"('57.png', '12.png')",0.779591837,0.794024934,0.896551724,0.754665826,0.943298969,0.842342549,0.991304348,0.920202699,1,0.989355308
"('57.png', '13.png')",0.667883212,0.824761967,0.841860465,0.724556576,0.895454545,0.860050178,0.994974874,0.908235015,1,0.922369133
"('57.png', '47.png')",0.69379845,0.680803941,0.79296875,0.751585095,0.924170616,0.853923446,0.988416988,0.920922653,0.993690852,0.97083076
"('57.png', '53.png')",0.876494024,0.752010155,0.823770492,0.753087716,0.959798995,0.891278315,0.97008547,0.904036476,1,0.945936455
"('57.png', '46.png')",0.907488987,0.71242741,0.807017544,0.741445373,0.934156379,0.882572777,0.995098039,0.901278648,1,0.972289438
"('57.png', '43.png')",0.815498155,0.771528556,0.743455497,0.733266409,0.906077348,0.833390676,0.987603306,0.915497407,1,0.96540829
"('57.png', '26.png')",0.779816514,0.534646929,0.843621399,0.740838351,0.966244726,0.904001668,0.98015873,0.938735029,1,0.983093591
"('57.png', '54.png')",0.834890966,0.840772069,0.856031128,0.770595615,0.923766816,0.896475387,0.985714286,0.884274053,0.991017964,0.939213847
"('57.png', '41.png')",0.739130435,0.773010938,0.807017544,0.73808973,0.95754717,0.896458628,0.996124031,0.911645188,1,0.986821525
"('57.png', '36.png')",0.730496454,0.812681234,0.825203252,0.73356252,0.942386831,0.900074357,0.987341772,0.927611132,1,0.997716697
"('57.png', '51.png')",0.783783784,0.764398096,0.824,0.740759963,0.96,0.854982193,0.970212766,0.926462876,0.982394366,0.930587874
"('57.png', '2.png')",0.670454545,0.737673126,0.840375587,0.740300342,0.947368421,0.874913894,0.965217391,0.936780584,0.990595611,0.949352259
"('57.png', '27.png')",0.823717949,0.875010926,0.822727273,0.759894772,0.935483871,0.885474034,0.979508197,0.917837138,0.99375,0.96429699
"('57.png', '17.png')",0.751748252,0.840946359,0.668316832,0.736973218,0.953917051,0.836545855,0.991304348,0.905747232,1,0.988940203
"('57.png', '16.png')",0.836206897,0.761094988,0.818584071,0.740768573,0.935135135,0.854205735,0.976190476,0.892755129,1,0.995333928
"('57.png', '31.png')",0.572649573,0.825621977,0.812765957,0.729466651,0.976878613,0.826498454,0.976190476,0.892363611,1,0.995604731
"('57.png', '5.png')",0.822916667,0.528289314,0.844537815,0.732764439,0.961832061,0.920920474,0.962566845,0.864458528,1,0.986852701
"('57.png', '30.png')",0.676923077,0.76403569,0.789954338,0.738326856,0.881656805,0.804900308,0.98206278,0.923312067,1,0.997716697
"('57.png', '14.png')",0.712802768,0.73049304,0.837004405,0.737732428,0.961864407,0.892155296,0.978991597,0.932777138,1,0.997716697
"('57.png', '1.png')",0.716981132,0.824709587,0.839506173,0.757787107,0.921052632,0.888354628,0.966101695,0.900857098,0.994505495,0.981929831
"('57.png', '45.png')",0.752808989,0.785311088,0.852017937,0.75019,0.957983193,0.89915119,0.97008547,0.943232498,0.992125984,0.976367219
"('57.png', '39.png')",0.704545455,0.81698368,0.836283186,0.739093664,0.905940594,0.874007592,0.982222222,0.933601478,1,0.986792573
"('57.png', '40.png')",0.768382353,0.808088913,0.797235023,0.735686505,0.921568627,0.873382481,0.978723404,0.927372485,1,0.997716697
"('57.png', '3.png')",0.816793893,0.769686382,0.73015873,0.728494053,0.947580645,0.897004645,0.962790698,0.918650462,0.993650794,0.955224565
"('57.png', '20.png')",0.759183673,0.80143006,0.608695652,0.713309895,0.937198068,0.867455907,0.98156682,0.920106606,0.994579946,0.97574265
"('57.png', '64.png')",0.765567766,0.821469626,0.927272727,0.767621117,0.923076923,0.884330316,0.982378855,0.928249109,1,0.910010698
"('57.png', '33.png')",0.750929368,0.801142305,0.819672131,0.773413923,0.925,0.901652552,0.974619289,0.866721604,0.992831541,0.934293405
"('57.png', '24.png')",0.795833333,0.752289889,0.910714286,0.760255973,0.949367089,0.884712419,0.977272727,0.920374078,0.994722955,0.980063165
"('57.png', '19.png')",0.840816327,0.79201173,0.87826087,0.735774103,0.96460177,0.903168382,0.962655602,0.946512879,1,0.995294157
"('57.png', '38.png')",0.747292419,0.74274715,0.788990826,0.711449496,0.965665236,0.901177129,0.974248927,0.890948656,0.995098039,0.985354069
"('57.png', '34.png')",0.730909091,0.843622513,0.76419214,0.662211654,0.966666667,0.90256102,0.994382022,0.866034056,1,0.997716697
"('57.png', '29.png')",0.671936759,0.731926567,0.726368159,0.686309728,0.956709957,0.901006291,0.96728972,0.913165812,1,0.943026157
"('57.png', '49.png')",0.764478764,0.816198921,0.831223629,0.744477078,0.96031746,0.882231256,0.995192308,0.95260835,1,0.977549424
"('57.png', '4.png')",0.827586207,0.765409292,0.784037559,0.721964223,0.948717949,0.889952111,0.995780591,0.947203619,1,0.997716697
"('57.png', '59.png')",0.765567766,0.830220391,0.806324111,0.747884648,0.89,0.845191033,0.984924623,0.936964937,0.996845426,0.978042712
"('57.png', '50.png')",0.872727273,0.744825913,0.76142132,0.754384906,0.952586207,0.892722006,0.983122363,0.941333047,0.987903226,0.974370595
"('57.png', '28.png')",0.859728507,0.630748134,0.81300813,0.755973105,0.958333333,0.886215636,0.969230769,0.892028509,1,0.977003768
"('57.png', '25.png')",0.831932773,0.720407793,0.796208531,0.727325353,0.905759162,0.818620594,0.960869565,0.935512576,1,0.997716697
"('57.png', '48.png')",0.717054264,0.672749491,0.822429907,0.748577859,0.962809917,0.890956374,0.941704036,0.934917585,0.997237569,0.979995427
"('57.png', '9.png')",0.809716599,0.814558006,0.797979798,0.714141811,0.927927928,0.859261371,0.965811966,0.93567859,1,0.985406572
"('57.png', '62.png')",0.797520661,0.763061228,0.846846847,0.728093483,0.929577465,0.859793726,0.972,0.9155886,0.996978852,0.943576248
"('57.png', '44.png')",0.741312741,0.733130474,0.783653846,0.735004291,0.945205479,0.853512415,0.982532751,0.928779866,0.994550409,0.980053088
"('57.png', '35.png')",0.6953125,0.613974743,0.770562771,0.751738397,0.918269231,0.849335074,0.975308642,0.918688441,1,0.925296375
"('57.png', '10.png')",0.808724832,0.826471678,0.843601896,0.764137299,0.90821256,0.868944995,0.987447699,0.92291342,1,0.982241659
"('57.png', '18.png')",0.726937269,0.719817962,0.813953488,0.757791522,0.970731707,0.866079549,0.995689655,0.918902636,0.996845426,0.985498399
"('57.png', '32.png')",0.748987854,0.597247933,0.898305085,0.758728546,0.923497268,0.808835623,0.984732824,0.935060637,1,0.988369951
"('57.png', '21.png')",0.769784173,0.870284158,0.799196787,0.746265484,0.987179487,0.916501512,0.951965066,0.930939345,0.995850622,0.930771131
"('57.png', '58.png')",0.789883268,0.78235277,0.798387097,0.74888315,0.902702703,0.827534271,0.982300885,0.93087296,1,0.97171252
"('22.png', '56.png')",0.583333333,0.79480441,0.888412017,0.815878054,0.921641791,0.882472262,0.967213115,0.937680434,1,0.904321605
"('22.png', '63.png')",0.627906977,0.742470755,0.918552036,0.845342475,0.943661972,0.873505849,0.977272727,0.93336458,1,0.992944698
"('22.png', '37.png')",0.694444444,0.786103864,0.86036036,0.761525664,0.923857868,0.879322853,0.975862069,0.93117503,1,0.977053038
"('22.png', '61.png')",0.776119403,0.734516474,0.872340426,0.831674928,0.966329966,0.852211451,0.986013986,0.935818423,1,0.992944698
"('22.png', '6.png')",0.588014981,0.778985706,0.845070423,0.817114908,0.92920354,0.83881935,0.935185185,0.921734615,1,0.967184748
"('22.png', '23.png')",0.752173913,0.811485292,0.89453125,0.826507072,0.909090909,0.8682211,0.963709677,0.906426375,1,0.970020092
"('22.png', '42.png')",0.743589744,0.713934393,0.707865169,0.761409095,0.875,0.846164544,0.959322034,0.941355455,0.995260664,0.985655847
"('22.png', '15.png')",0.761904762,0.816525935,0.707317073,0.792835414,0.912280702,0.860659585,0.965277778,0.940952448,0.997282609,0.967424605
"('22.png', '52.png')",0.71484375,0.794404845,0.890547264,0.837681913,0.924623116,0.88508895,0.961805556,0.939352603,0.996904025,0.944490335
"('22.png', '7.png')",0.657587549,0.759391457,0.945454545,0.823186577,0.896226415,0.858580938,0.946969697,0.898029995,1,0.984365484
"('22.png', '8.png')",0.836734694,0.748633131,0.844559585,0.767803613,0.930434783,0.873554529,0.981949458,0.950227895,1,0.990157391
"('22.png', '11.png')",0.646387833,0.728034331,0.755102041,0.780817944,0.933673469,0.864755924,0.972111554,0.909159652,1,0.990522158
