Files Compared,ORB,SSIM,ORB,SSIM,ORB,SSIM,ORB,SSIM,ORB,SSIM
"('8.png', '25.png')",0.902077151,0.782563008,0.857142857,0.775060619,0.964757709,0.851940184,0.985964912,0.929689559,1,1
"('8.png', '26.png')",0.802139037,0.534824763,0.836633663,0.748088755,0.954954955,0.884999504,0.98245614,0.937563918,1,0.964685919
"('8.png', '27.png')",0.778947368,0.736142561,0.827586207,0.788778499,0.959798995,0.898284672,0.985185185,0.91036559,1,0.969199466
"('8.png', '28.png')",0.897338403,0.628377401,0.782352941,0.687944538,0.947089947,0.879888174,0.978494624,0.874492646,1,0.977934065
"('8.png', '29.png')",0.81773399,0.743510162,0.778325123,0.77502688,0.930875576,0.898859907,0.984189723,0.927827944,0.997005988,0.947203731
"('8.png', '30.png')",0.824,0.758382157,0.77486911,0.80312803,0.921052632,0.852269188,0.984,0.937138402,1,0.983075378
"('8.png', '31.png')",0.727272727,0.76944247,0.835,0.732252811,0.94,0.877496823,1,0.895983223,1,0.992459661
"('8.png', '32.png')",0.843317972,0.594230074,0.873737374,0.765456413,0.899521531,0.749334409,0.972125436,0.945824723,1,1
"('8.png', '33.png')",0.796703297,0.73454461,0.835897436,0.752307329,0.923766816,0.857809566,0.990566038,0.911271711,1,0.958649361
"('8.png', '34.png')",0.778801843,0.751706329,0.846625767,0.68211771,0.938888889,0.843147392,0.988929889,0.938800105,1,1
"('8.png', '35.png')",0.804651163,0.665634155,0.762331839,0.77662685,0.973282443,0.862687448,0.974358974,0.946025808,0.995652174,0.942044734
"('8.png', '36.png')",0.8046875,0.770015903,0.839779006,0.70822693,0.932038835,0.874620094,0.981818182,0.953926937,1,1
"('8.png', '37.png')",0.804166667,0.760987461,0.828054299,0.738505065,0.969387755,0.840086856,0.983805668,0.908616094,1,1
"('8.png', '38.png')",0.822429907,0.736124516,0.770334928,0.751877667,0.935135135,0.88453592,0.978181818,0.940007057,1,0.975065061
"('8.png', '39.png')",0.711340206,0.785163052,0.941176471,0.773125985,0.964467005,0.9112211,0.987068966,0.91113415,1,1
"('8.png', '40.png')",0.779487179,0.770568985,0.878504673,0.778124922,0.936651584,0.869442727,0.960526316,0.911611267,1,1
"('8.png', '41.png')",0.76142132,0.729784594,0.851485149,0.735836291,0.924107143,0.820600713,0.951020408,0.922746666,0.994350282,0.941912775
"('8.png', '42.png')",0.824786325,0.697121544,0.633663366,0.749798638,0.911111111,0.844491537,0.975438596,0.928657018,1,0.975108024
"('8.png', '43.png')",0.827586207,0.673254787,0.887804878,0.794510952,0.924855491,0.823286699,0.996466431,0.954654104,1,0.983488578
"('8.png', '44.png')",0.736263736,0.702543025,0.840206186,0.741469169,0.943502825,0.811224353,0.992395437,0.926558283,1,1
"('8.png', '45.png')",0.789237668,0.75317769,0.843902439,0.793036749,0.950819672,0.882206053,0.984732824,0.930158869,1,0.960948954
"('8.png', '46.png')",0.855769231,0.620950765,0.891089109,0.752378694,0.907317073,0.855241122,0.992395437,0.934733097,1,0.986462608
"('8.png', '47.png')",0.70625,0.644246021,0.871657754,0.76335589,0.916666667,0.874895522,0.982269504,0.935703138,0.996539792,0.966211732
"('8.png', '48.png')",0.725146199,0.659088343,0.836633663,0.80173815,0.932038835,0.871509405,0.978354978,0.82167811,1,0.99757746
"('8.png', '49.png')",0.804255319,0.790232252,0.767045455,0.769534308,0.948113208,0.850181808,1,0.950808628,1,0.928525052
"('8.png', '50.png')",0.893536122,0.743777343,0.862385321,0.813896367,0.970464135,0.882133501,0.9875,0.889151968,1,0.994483708
"('8.png', '51.png')",0.731578947,0.690469378,0.787878788,0.782189664,0.933649289,0.839577898,0.996415771,0.871959586,1,0.94601745
"('8.png', '52.png')",0.734375,0.797320508,0.854460094,0.755188453,0.97706422,0.881279747,0.992366412,0.904357402,1,0.951335572
"('8.png', '53.png')",0.87037037,0.612279041,0.844559585,0.773565171,0.929577465,0.843726979,0.981751825,0.934332526,1,0.937708225
"('8.png', '54.png')",0.720812183,0.697350641,0.856481481,0.766842485,0.921052632,0.887994925,0.989361702,0.93278445,1,1
"('8.png', '55.png')",0.78343949,0.663978536,0.787735849,0.783929898,0.897058824,0.896844036,0.984496124,0.895548523,1,1
"('8.png', '56.png')",0.745454545,0.720631392,0.848780488,0.764056763,0.922413793,0.843036509,0.996527778,0.939185789,1,0.988357961
"('8.png', '57.png')",0.781094527,0.743938386,0.835897436,0.710184419,0.979423868,0.899637598,0.984848485,0.953232886,1,1
"('8.png', '58.png')",0.868327402,0.757763229,0.896907216,0.810538164,0.915254237,0.835709987,0.987234043,0.90371436,1,0.887077466
"('8.png', '59.png')",0.783783784,0.759601113,0.882653061,0.783367644,0.919282511,0.826317592,0.980392157,0.937103051,0.99669967,0.975799304
"('8.png', '60.png')",0.799145299,0.705193222,0.838235294,0.833175502,0.922222222,0.829716912,0.981132075,0.937963572,1,0.985031959
"('8.png', '61.png')",0.879464286,0.704763863,0.80861244,0.780234279,0.964444444,0.866145327,0.995594714,0.916534824,1,1
"('8.png', '62.png')",0.794117647,0.697302178,0.857819905,0.759429687,0.905579399,0.770507541,0.979338843,0.906894081,1,1
"('8.png', '63.png')",0.768888889,0.733332684,0.889502762,0.802932384,0.851612903,0.765592806,0.986622074,0.942443232,1,0.989154707
"('8.png', '64.png')",0.776824034,0.771019783,0.818181818,0.727232302,0.947867299,0.878998731,0.988461538,0.949711236,1,0.997841748
"('9.png', '10.png')",0.735849057,0.669395256,0.866972477,0.788772331,0.881355932,0.843616534,0.989247312,0.96586321,1,0.978676165
"('9.png', '11.png')",0.640776699,0.733944416,0.739336493,0.730351916,0.830845771,0.855331793,0.980392157,0.958921062,1,0.99757746
"('9.png', '12.png')",0.671052632,0.783843603,0.839449541,0.755488448,0.875,0.803076776,0.978632479,0.928125003,1,0.991599961
"('9.png', '13.png')",0.62605042,0.727162527,0.866071429,0.794557028,0.886554622,0.824649223,0.989361702,0.930530405,0.996855346,0.961817075
"('9.png', '14.png')",0.627192982,0.734393131,0.852678571,0.72189938,0.960629921,0.886690308,0.970695971,0.949664469,1,0.99757746
"('9.png', '15.png')",0.722222222,0.802282396,0.691542289,0.740028091,0.928251121,0.882043746,0.993589744,0.957264194,1,0.95593064
"('9.png', '16.png')",0.801498127,0.833894537,0.868995633,0.785844744,0.855670103,0.864289513,0.977678571,0.939334028,1,0.99757746
"('9.png', '17.png')",0.711206897,0.822414258,0.826086957,0.769056513,0.908653846,0.859999395,0.978723404,0.904261819,1,0.99757746
"('9.png', '18.png')",0.756410256,0.778436348,0.851674641,0.788152187,0.925925926,0.867532032,0.945652174,0.919289224,1,0.969575346
"('9.png', '19.png')",0.78238342,0.608589646,0.865800866,0.759049507,0.91902834,0.842180904,1,0.977667487,1,0.991856505
"('9.png', '20.png')",0.633484163,0.758570674,0.669683258,0.731649264,0.863387978,0.856116267,0.992,0.914485085,1,0.951115075
"('9.png', '21.png')",0.669456067,0.743262115,0.753926702,0.655919049,0.949367089,0.897262346,0.97752809,0.929863895,1,0.979526561
"('9.png', '22.png')",0.661157025,0.755574041,0.862068966,0.741372407,0.883495146,0.761264512,0.958646617,0.934422199,1,0.995339665
"('9.png', '23.png')",0.741666667,0.838638796,0.864628821,0.736467965,0.95,0.893904748,0.97810219,0.929508645,1,0.97966783
"('9.png', '24.png')",0.733333333,0.803224087,0.875,0.728689592,0.871794872,0.836546578,0.987179487,0.963287731,1,0.99757746
"('9.png', '25.png')",0.805128205,0.743875344,0.871111111,0.806134425,0.944680851,0.84553136,0.984126984,0.946105253,1,0.99757746
"('9.png', '26.png')",0.681318681,0.516302712,0.881057269,0.75828059,0.97008547,0.886581435,0.981818182,0.954260599,1,0.962263379
"('9.png', '27.png')",0.735042735,0.777046078,0.873239437,0.759015899,0.942857143,0.897662025,0.971326165,0.926107266,1,0.966776926
"('9.png', '28.png')",0.811881188,0.624892937,0.780612245,0.667572345,0.960199005,0.880791897,0.955882353,0.895252306,1,0.975511525
"('9.png', '29.png')",0.692307692,0.774160628,0.809716599,0.816682819,0.885964912,0.897023135,0.975609756,0.939891701,0.994065282,0.944781191
"('9.png', '30.png')",0.752293578,0.826297011,0.807692308,0.790779279,0.904977376,0.835971607,0.985074627,0.954552493,1,0.980652838
"('9.png', '31.png')",0.616504854,0.727749774,0.8,0.756171572,0.915343915,0.870411892,0.955974843,0.905949519,1,0.990037121
"('9.png', '32.png')",0.709821429,0.629254644,0.871244635,0.760027116,0.85645933,0.764580589,0.982142857,0.964631814,1,0.99757746
"('9.png', '33.png')",0.698689956,0.776945255,0.84079602,0.731823871,0.876106195,0.863034677,0.965065502,0.93245397,1,0.956595189
"('9.png', '34.png')",0.672489083,0.755330691,0.783505155,0.705834704,0.906403941,0.853557558,0.978494624,0.953894778,1,0.99757746
"('9.png', '35.png')",0.723300971,0.6467219,0.798165138,0.738898235,0.951020408,0.865662612,0.974522293,0.963597361,0.995670996,0.939622194
"('9.png', '36.png')",0.657777778,0.769095473,0.825641026,0.693839072,0.909482759,0.873709507,0.977848101,0.97061172,1,0.99757746
"('9.png', '37.png')",0.768656716,0.811197523,0.814814815,0.733080735,0.897777778,0.838816623,0.972332016,0.925189346,1,0.99757746
"('9.png', '38.png')",0.723214286,0.725516214,0.776255708,0.726021809,0.950738916,0.890832245,0.978056426,0.958807821,1,0.972642521
"('9.png', '39.png')",0.68159204,0.803485805,0.903846154,0.76034677,0.944444444,0.912440368,0.991111111,0.931572966,1,0.99757746
"('9.png', '40.png')",0.680751174,0.72132613,0.87804878,0.74791962,0.911764706,0.874334551,0.97706422,0.929475218,1,0.99757746
"('9.png', '41.png')",0.646788991,0.73158384,0.897959184,0.71877513,0.871244635,0.83038114,0.975308642,0.939597834,0.994413408,0.939714354
"('9.png', '42.png')",0.676229508,0.720622211,0.623188406,0.751659462,0.895027624,0.858649956,0.954545455,0.941076566,1,0.973035707
"('9.png', '43.png')",0.746606335,0.657107519,0.841346154,0.770857729,0.830601093,0.823572686,0.99380805,0.970888126,1,0.981066039
"('9.png', '44.png')",0.647058824,0.742894785,0.803738318,0.72459313,0.919075145,0.815686356,0.983870968,0.939146927,1,0.99757746
"('9.png', '45.png')",0.721991701,0.793800653,0.817708333,0.773318348,0.923809524,0.878514677,0.976109215,0.947729652,1,0.958526414
"('9.png', '46.png')",0.791666667,0.668225733,0.912195122,0.734890247,0.938016529,0.857336164,0.996563574,0.953298061,1,0.984040068
"('9.png', '47.png')",0.671111111,0.700894935,0.838095238,0.749197236,0.837735849,0.878064666,0.974637681,0.954957141,0.996587031,0.963789193
"('9.png', '48.png')",0.68018018,0.680049637,0.849514563,0.784574571,0.917808219,0.891047788,0.977973568,0.844004845,1,1
"('9.png', '49.png')",0.745762712,0.801932284,0.776649746,0.751473833,0.902654867,0.850602023,0.993939394,0.970778772,1,0.92625906
"('9.png', '50.png')",0.774647887,0.803827586,0.85,0.786021838,0.951754386,0.880396756,0.979591837,0.907008958,1,0.992061168
"('9.png', '51.png')",0.663900415,0.774368821,0.821596244,0.7663471,0.955357143,0.836673975,0.981818182,0.894691176,1,0.943594911
"('9.png', '52.png')",0.647619048,0.790256835,0.84,0.729450737,0.954356846,0.874537836,0.976923077,0.921445465,1,0.949078033
"('9.png', '53.png')",0.82038835,0.6181847,0.829383886,0.752371861,0.882352941,0.841892034,0.983660131,0.952170802,1,0.935466719
"('9.png', '54.png')",0.708154506,0.735615112,0.869955157,0.735759375,0.913705584,0.89374853,0.96941896,0.951102593,1,0.99757746
"('9.png', '55.png')",0.685714286,0.661946912,0.80952381,0.764118116,0.811965812,0.887080607,0.983805668,0.892420437,1,0.99757746
"('9.png', '56.png')",0.642553191,0.749020631,0.825327511,0.73672298,0.902654867,0.823033643,0.969135802,0.954467223,1,0.985935421
"('9.png', '57.png')",0.692640693,0.730594475,0.831730769,0.677864032,0.959016393,0.90104058,0.984076433,0.971246309,1,0.99757746
"('9.png', '58.png')",0.711009174,0.76116877,0.867298578,0.791304046,0.905027933,0.831509012,0.96713615,0.91336767,1,0.884867865
"('9.png', '59.png')",0.68879668,0.792443463,0.883408072,0.762421232,0.872246696,0.824393528,0.981538462,0.96029134,0.996732026,0.973376764
"('9.png', '60.png')",0.721030043,0.72698791,0.898148148,0.766707179,0.891509434,0.843694768,0.975694444,0.956101561,1,0.982609419
"('9.png', '61.png')",0.813559322,0.770041516,0.837209302,0.761807094,0.904761905,0.866904505,0.977678571,0.942331338,1,0.99757746
"('9.png', '62.png')",0.615702479,0.708903912,0.86637931,0.731339831,0.853448276,0.778820323,0.98245614,0.91700317,1,0.99757746
"('9.png', '63.png')",0.722021661,0.836168275,0.800925926,0.783118133,0.752808989,0.777107122,0.987012987,0.958555551,1,0.98716964
"('9.png', '64.png')",0.714285714,0.768194289,0.831683168,0.706011308,0.93697479,0.874140421,0.982993197,0.963714507,1,0.995419208
"('10.png', '11.png')",0.551724138,0.626328102,0.815920398,0.769785153,0.902564103,0.813342324,0.992395437,0.966049754,1,0.981098705
"('10.png', '12.png')",0.721238938,0.686620726,0.889380531,0.767860886,0.819444444,0.771833265,0.986666667,0.936679595,1,0.984432004
"('10.png', '13.png')",0.651639344,0.708471822,0.87434555,0.772952013,0.860169492,0.812642505,0.970711297,0.94172522,0.997101449,0.94533832
"('10.png', '14.png')",0.60619469,0.650423983,0.811659193,0.744805616,0.945945946,0.838277996,0.975609756,0.959829781,1,0.981098705
"('10.png', '15.png')",0.780487805,0.724141607,0.734104046,0.760438821,0.895927602,0.841453377,0.981884058,0.966682861,1,0.947917459
"('10.png', '16.png')",0.666666667,0.639981969,0.872641509,0.811735959,0.848958333,0.819842511,0.986046512,0.952439251,1,0.981098705
"('10.png', '17.png')",0.727272727,0.687834,0.8,0.804002197,0.928888889,0.828093276,0.961325967,0.910724062,1,0.981098705
"('10.png', '18.png')",0.782407407,0.631246652,0.885245902,0.81613018,0.896995708,0.830812467,0.97311828,0.924087323,1,0.95309659
"('10.png', '19.png')",0.780821918,0.602610964,0.873737374,0.818477387,0.890243902,0.827097701,1,0.98464118,1,0.983989174
"('10.png', '20.png')",0.72815534,0.636218663,0.669811321,0.767742123,0.815533981,0.821834896,1,0.914771544,1,0.962771237
"('10.png', '21.png')",0.6875,0.676916753,0.745192308,0.660577181,0.969849246,0.855720959,0.988047809,0.936144857,1,0.963047806
"('10.png', '22.png')",0.675471698,0.683762936,0.831775701,0.771083125,0.860824742,0.764417585,0.987603306,0.936298103,0.992366412,0.97886091
"('10.png', '23.png')",0.751152074,0.666306763,0.879807692,0.763112421,0.909502262,0.856904974,0.98340249,0.937231607,1,0.963087762
"('10.png', '24.png')",0.812785388,0.722720072,0.880184332,0.762181549,0.841698842,0.826973227,0.996254682,0.969811198,1,0.981098705
"('10.png', '25.png')",0.825,0.669451747,0.895833333,0.795135272,0.910798122,0.809707445,0.984313725,0.952228442,1,0.981098705
"('10.png', '26.png')",0.720207254,0.52865607,0.870192308,0.777271191,0.939393939,0.840307246,0.988679245,0.96011898,1,0.968577058
"('10.png', '27.png')",0.805668016,0.72503382,0.852216749,0.796800325,0.930232558,0.848882697,0.996309963,0.93101064,1,0.979785397
"('10.png', '28.png')",0.822916667,0.613351597,0.829896907,0.696580675,0.85786802,0.831397145,0.950276243,0.894961324,0.995121951,0.984984843
"('10.png', '29.png')",0.7239819,0.631655883,0.825531915,0.783918432,0.929577465,0.848392945,0.978448276,0.949204774,1,0.928321417
"('10.png', '30.png')",0.710900474,0.661192202,0.835616438,0.818855991,0.933609959,0.792574645,0.978723404,0.963471537,1,0.988673848
"('10.png', '31.png')",0.606796117,0.662656048,0.851851852,0.729483461,0.913265306,0.817115318,0.993939394,0.913040515,1,0.973558366
"('10.png', '32.png')",0.670886076,0.559560919,0.869565217,0.807507891,0.840375587,0.736054166,0.992907801,0.974202449,1,0.981098705
"('10.png', '33.png')",0.666666667,0.643429982,0.845303867,0.774763365,0.857777778,0.825096898,0.981042654,0.937370331,1,0.939748066
"('10.png', '34.png')",0.726457399,0.654570176,0.834196891,0.6800277,0.88317757,0.825089655,0.988549618,0.962304548,1,0.981098705
"('10.png', '35.png')",0.717488789,0.599876231,0.776595745,0.790429828,0.947826087,0.82819231,0.989690722,0.97562596,1,0.923143439
"('10.png', '36.png')",0.705627706,0.658640036,0.896995708,0.758826815,0.898734177,0.840202935,0.988235294,0.97787783,1,0.981098705
"('10.png', '37.png')",0.735930736,0.644783106,0.845,0.753561588,0.886363636,0.820097123,0.973684211,0.935172497,1,0.981098705
"('10.png', '38.png')",0.716157205,0.629913584,0.833333333,0.773023121,0.87,0.840768346,0.976470588,0.967599599,1,0.973695195
"('10.png', '39.png')",0.663461538,0.70373945,0.925581395,0.795682962,0.888349515,0.859817878,0.99047619,0.933984027,1,0.981098705
"('10.png', '40.png')",0.609302326,0.648805645,0.903061224,0.790824375,0.873303167,0.831321151,0.967889908,0.931678291,1,0.981098705
"('10.png', '41.png')",0.669856459,0.626507427,0.900862069,0.774775033,0.844537815,0.819797537,0.960526316,0.945264865,1,0.92301148
"('10.png', '42.png')",0.709543568,0.671370418,0.617801047,0.753681605,0.82967033,0.805024856,0.992481203,0.947020082,1,0.956206729
"('10.png', '43.png')",0.758333333,0.644955202,0.83248731,0.807074781,0.849462366,0.773995963,0.996491228,0.978127257,1,0.96461111
"('10.png', '44.png')",0.588495575,0.631041051,0.851851852,0.761168373,0.873417722,0.761451666,0.977678571,0.947674564,1,0.981098705
"('10.png', '45.png')",0.69047619,0.687338014,0.872928177,0.813427511,0.916666667,0.823154587,0.951219512,0.955878182,0.997375328,0.942047659
"('10.png', '46.png')",0.765853659,0.57132452,0.912844037,0.778879759,0.878787879,0.82374069,0.992673993,0.962455934,1,0.968091298
"('10.png', '47.png')",0.608695652,0.66699488,0.901345291,0.79428604,0.864754098,0.842639167,0.980694981,0.953683559,1,0.953542381
"('10.png', '48.png')",0.616438356,0.669869297,0.880733945,0.845781905,0.875,0.867295479,0.971830986,0.835875653,1,0.978676165
"('10.png', '49.png')",0.757009346,0.670273052,0.85786802,0.772206856,0.897674419,0.808381405,0.996240602,0.97798364,1,0.913581483
"('10.png', '50.png')",0.75,0.669804075,0.873096447,0.837324774,0.913242009,0.83417063,0.976744186,0.913942652,0.997368421,0.975582413
"('10.png', '51.png')",0.659090909,0.639287065,0.840707965,0.804419538,0.872340426,0.794931693,0.992094862,0.895917059,0.993333333,0.94275505
"('10.png', '52.png')",0.578475336,0.689539412,0.832460733,0.773978742,0.914414414,0.844194217,0.99078341,0.930126037,1,0.934351843
"('10.png', '53.png')",0.776190476,0.61533469,0.843434343,0.785144336,0.9,0.836668372,0.983122363,0.958909685,0.996721311,0.930335081
"('10.png', '54.png')",0.768339768,0.709968875,0.875555556,0.811743026,0.852791878,0.836779615,0.981132075,0.962599706,1,0.981098705
"('10.png', '55.png')",0.668478261,0.604482529,0.824858757,0.813756637,0.796296296,0.83690711,1,0.897634783,1,0.981098705
"('10.png', '56.png')",0.633802817,0.633439236,0.825471698,0.805687323,0.874476987,0.781669276,0.985507246,0.96268742,0.981912145,0.969456666
"('10.png', '57.png')",0.746987952,0.700359673,0.861244019,0.734942744,0.953917051,0.857493884,0.996282528,0.980223093,1,0.981098705
"('10.png', '58.png')",0.722222222,0.67782909,0.906542056,0.81438763,0.868020305,0.808831791,0.971014493,0.920141551,1,0.878250489
"('10.png', '59.png')",0.724279835,0.684860199,0.905405405,0.800301913,0.829596413,0.797125497,0.980392157,0.963432602,0.988023952,0.956898009
"('10.png', '60.png')",0.704035874,0.629811536,0.864035088,0.828261256,0.896039604,0.799825619,0.976923077,0.961515133,1,0.983759156
"('10.png', '61.png')",0.784140969,0.66898439,0.841584158,0.813974051,0.857777778,0.821788639,0.977272727,0.94142243,1,0.981098705
"('10.png', '62.png')",0.666666667,0.636323459,0.870689655,0.80249775,0.882882883,0.772266567,1,0.927187223,1,0.981098705
"('10.png', '63.png')",0.68722467,0.643413172,0.906735751,0.816535976,0.708791209,0.749353563,0.996350365,0.963372499,0.98989899,0.970261628
"('10.png', '64.png')",0.75,0.676547013,0.863414634,0.745432617,0.898678414,0.839316687,0.988888889,0.973254762,0.994897959,0.978940453
"('11.png', '12.png')",0.554285714,0.671824633,0.740540541,0.719599728,0.896907216,0.798961285,0.986899563,0.936068233,1,0.9940225
"('11.png', '13.png')",0.532338308,0.605540072,0.703517588,0.725849023,0.813559322,0.789704728,0.972972973,0.933741468,0.996815287,0.964239615
"('11.png', '14.png')",0.533632287,0.726103092,0.730392157,0.697406507,0.92,0.858718583,0.992,0.949310789,1,1
"('11.png', '15.png')",0.54822335,0.669187094,0.548245614,0.724510361,0.918128655,0.856040685,0.99025974,0.95969463,1,0.95835318
"('11.png', '16.png')",0.603773585,0.760532227,0.700980392,0.751724546,0.87804878,0.839077923,0.971659919,0.951240903,1,1
"('11.png', '17.png')",0.563535912,0.659438606,0.58974359,0.757949829,0.921348315,0.846836469,0.983050847,0.902525144,1,1
"('11.png', '18.png')",0.648044693,0.735421458,0.703517588,0.759924528,0.894444444,0.866041008,0.959770115,0.914574635,1,0.971997885
"('11.png', '19.png')",0.672839506,0.578164537,0.692307692,0.734426173,0.872928177,0.799250648,1,0.976952357,1,0.994279045
"('11.png', '20.png')",0.543010753,0.685371722,0.580912863,0.742511345,0.910994764,0.823490331,0.995689655,0.910623155,1,0.953537615
"('11.png', '21.png')",0.507246377,0.625093568,0.654054054,0.638335629,0.926136364,0.85913319,0.975103734,0.930052086,1,0.981949101
"('11.png', '22.png')",0.488151659,0.637771631,0.694174757,0.719187988,0.820987654,0.730787532,0.991967871,0.934382757,1,0.997762205
"('11.png', '23.png')",0.637426901,0.677395908,0.791208791,0.713065061,0.884146341,0.867289239,0.989285714,0.938235404,1,0.981989057
"('11.png', '24.png')",0.617977528,0.707704849,0.707070707,0.70897546,0.813559322,0.792903213,0.993127148,0.964470333,1,1
"('11.png', '25.png')",0.717241379,0.654826745,0.688995215,0.73760325,0.923976608,0.828737974,0.979094077,0.944689736,1,1
"('11.png', '26.png')",0.608108108,0.491344771,0.679245283,0.715694236,0.954285714,0.859881029,0.986013986,0.951865399,1,0.964685919
"('11.png', '27.png')",0.546875,0.68555031,0.716346154,0.744161428,0.953757225,0.868009085,0.988235294,0.92744883,1,0.969199466
"('11.png', '28.png')",0.756410256,0.584458809,0.675675676,0.685125294,0.922222222,0.859085077,0.951456311,0.891268324,1,0.977934065
"('11.png', '29.png')",0.553097345,0.762533049,0.656108597,0.741122123,0.85,0.868695622,0.995515695,0.938895238,0.997005988,0.947203731
"('11.png', '30.png')",0.581632653,0.763672993,0.655339806,0.748723133,0.878947368,0.806093584,0.977272727,0.954939079,1,0.983075378
"('11.png', '31.png')",0.493670886,0.630268737,0.69035533,0.67947526,0.958549223,0.844910111,0.993243243,0.905785997,1,0.992459661
"('11.png', '32.png')",0.644067797,0.59640035,0.772020725,0.732071919,0.863905325,0.764324464,0.97979798,0.963559285,1,1
"('11.png', '33.png')",0.567307692,0.712609506,0.721052632,0.679889258,0.838509317,0.829432328,0.979591837,0.941178707,1,0.958649361
"('11.png', '34.png')",0.545454545,0.650834662,0.714285714,0.64483736,0.954022989,0.824447366,0.971428571,0.953134178,1,1
"('11.png', '35.png')",0.6,0.632851034,0.653846154,0.723711296,0.914893617,0.835213189,0.979522184,0.966283849,0.995652174,0.942044734
"('11.png', '36.png')",0.522222222,0.654336095,0.697297297,0.693830877,0.918918919,0.838898887,0.954861111,0.972987726,1,1
"('11.png', '37.png')",0.579439252,0.703463155,0.733668342,0.681546897,0.858757062,0.808671065,0.95,0.926925815,1,1
"('11.png', '38.png')",0.563380282,0.698814306,0.657657658,0.726376233,0.93442623,0.870853303,0.982394366,0.96045805,1,0.975065061
"('11.png', '39.png')",0.497607656,0.665054709,0.788659794,0.722587923,0.918032787,0.878023749,1,0.924524081,1,1
"('11.png', '40.png')",0.519230769,0.634478465,0.705583756,0.728248721,0.901639344,0.84162765,0.990697674,0.923354061,1,1
"('11.png', '41.png')",0.528301887,0.716720943,0.757575758,0.689135139,0.84180791,0.790111022,0.972972973,0.936493378,0.994350282,0.941912775
"('11.png', '42.png')",0.562189055,0.672556107,0.483870968,0.727260056,0.882352941,0.83108949,0.984,0.939613744,1,0.975108024
"('11.png', '43.png')",0.60106383,0.612123256,0.679425837,0.739797594,0.873626374,0.798678045,0.992982456,0.969765305,1,0.983488578
"('11.png', '44.png')",0.539748954,0.825659301,0.685863874,0.696176296,0.886075949,0.792066858,0.979508197,0.95126549,1,1
"('11.png', '45.png')",0.569948187,0.689377098,0.687179487,0.766984535,0.917098446,0.850929327,0.974637681,0.945952282,1,0.960948954
"('11.png', '46.png')",0.714285714,0.587218481,0.827225131,0.707556317,0.886597938,0.817354684,0.993055556,0.961807599,1,0.986462608
"('11.png', '47.png')",0.50877193,0.670351527,0.755868545,0.769766537,0.824561404,0.848636097,0.973782772,0.947071084,0.996539792,0.966211732
"('11.png', '48.png')",0.525862069,0.62142673,0.734693878,0.763149887,0.904494382,0.850411945,0.968888889,0.825406012,1,0.99757746
"('11.png', '49.png')",0.629032258,0.683149987,0.712707182,0.733766718,0.928571429,0.82799788,0.996587031,0.968706615,1,0.928525052
"('11.png', '50.png')",0.66091954,0.707832188,0.728205128,0.757544787,0.8875,0.850993095,0.986899563,0.907874973,1,0.994483708
"('11.png', '51.png')",0.572769953,0.77887172,0.724489796,0.755981956,0.898989899,0.823219006,0.976470588,0.886257222,1,0.94601745
"('11.png', '52.png')",0.516746411,0.675100346,0.696969697,0.716654351,0.934911243,0.8440512,0.995780591,0.920452349,1,0.951335572
"('11.png', '53.png')",0.704545455,0.590548627,0.718085106,0.723266058,0.9,0.811720715,0.965277778,0.951274864,1,0.937708225
"('11.png', '54.png')",0.507389163,0.662963856,0.738461538,0.72308463,0.904494382,0.851179939,0.990595611,0.956285668,1,1
"('11.png', '55.png')",0.573033708,0.588999307,0.6492891,0.736932399,0.816666667,0.865074795,0.986547085,0.890288421,1,1
"('11.png', '56.png')",0.560185185,0.664106878,0.693779904,0.734540502,0.856382979,0.78952409,0.98245614,0.960492892,1,0.988357961
"('11.png', '57.png')",0.49009901,0.598870019,0.67839196,0.668973335,0.949438202,0.864585996,0.985454545,0.970098953,1,1
"('11.png', '58.png')",0.587570621,0.739535408,0.755319149,0.745439879,0.895348837,0.807353673,0.962085308,0.917465703,1,0.887077466
"('11.png', '59.png')",0.54822335,0.642423369,0.776041667,0.711206305,0.837837838,0.793893506,0.986666667,0.957726522,0.99669967,0.975799304
"('11.png', '60.png')",0.515463918,0.621264972,0.698492462,0.749468735,0.867724868,0.828196832,0.980988593,0.953839066,1,0.985031959
"('11.png', '61.png')",0.655172414,0.664247121,0.648401826,0.74083037,0.904255319,0.845469468,0.99047619,0.931019715,1,1
"('11.png', '62.png')",0.561904762,0.680135917,0.742857143,0.733950068,0.872093023,0.752939528,0.986111111,0.923210522,1,1
"('11.png', '63.png')",0.570093458,0.771419615,0.755208333,0.754839772,0.781420765,0.764371237,0.975778547,0.954936732,1,0.989154707
"('11.png', '64.png')",0.627659574,0.678953581,0.726315789,0.696371514,0.909090909,0.839031684,0.983108108,0.969050702,1,0.997841748
"('12.png', '13.png')",0.6875,0.776807832,0.829787234,0.738392526,0.891625616,0.741407838,0.95754717,0.906775181,1,0.958262115
"('12.png', '14.png')",0.594594595,0.751171292,0.868644068,0.687414608,0.908629442,0.815730371,0.959459459,0.927415344,1,0.9940225
"('12.png', '15.png')",0.709090909,0.793387056,0.680851064,0.717187192,0.888888889,0.805383995,0.981981982,0.927265055,0.997222222,0.952795782
"('12.png', '16.png')",0.684444444,0.712116646,0.854460094,0.774929606,0.846590909,0.788221032,0.980487805,0.916309725,1,0.9940225
