Files Compared,ORB 1,SSIM 1,ORB 2,SSIM 2,ORB 3,SSIM 3,ORB 4,SSIM 4,ORB 5,SSIM 5
"('1.png', '36.png')",0.594936709,0.78389638,0.918367347,0.729664058,0.884393064,0.814312939,0.975609756,0.927367074,0.995203837,0.975089355
"('1.png', '37.png')",0.580508475,0.685426343,0.886699507,0.777488901,0.871345029,0.797740587,0.995726496,0.903949218,1,0.968752157
"('1.png', '38.png')",0.651376147,0.71941945,0.791666667,0.740419292,0.852348993,0.830328542,0.995348837,0.916412924,1,0.938192441
"('1.png', '39.png')",0.578947368,0.678890217,0.929245283,0.776120593,0.862275449,0.871023644,1,0.908745949,1,0.99122209
"('1.png', '40.png')",0.633027523,0.739693509,0.927184466,0.788397709,0.879396985,0.837975017,0.984536082,0.855986959,1,0.99122209
"('1.png', '41.png')",0.595348837,0.73179261,0.897196262,0.735229008,0.884393064,0.783207103,0.964824121,0.917388603,1,0.971878357
"('1.png', '42.png')",0.577464789,0.633348288,0.761290323,0.730289758,0.910614525,0.812303486,0.995475113,0.890177997,1,0.987185365
"('1.png', '43.png')",0.724719101,0.63716981,0.865921788,0.805019199,0.930232558,0.77420842,0.98630137,0.901700946,1,0.94775113
"('1.png', '44.png')",0.552511416,0.6430774,0.872641509,0.749950396,0.84939759,0.812028767,0.970873786,0.888481455,1,0.940888038
"('1.png', '45.png')",0.595238095,0.656544268,0.936507937,0.802718191,0.877659574,0.816057281,0.97716895,0.915937233,1,0.977604974
"('1.png', '46.png')",0.733766234,0.677478738,0.924528302,0.77472578,0.86163522,0.805394434,0.986784141,0.895564877,0.996240602,0.919597354
"('1.png', '47.png')",0.512437811,0.585536541,0.893203883,0.791466092,0.846625767,0.841390493,0.985645933,0.869625255,0.996503497,0.965666203
"('1.png', '48.png')",0.490291262,0.588251584,0.935960591,0.806405209,0.881987578,0.839961237,0.97983871,0.87483416,1,0.952639794
"('1.png', '49.png')",0.602803738,0.714472593,0.960869565,0.816070961,0.895061728,0.818625374,0.96875,0.913976316,1,0.944668976
"('1.png', '50.png')",0.774193548,0.678027884,0.923469388,0.805312804,0.928176796,0.848971968,0.973913043,0.919908511,0.99469496,0.950854306
"('1.png', '51.png')",0.539906103,0.659748786,0.889908257,0.749838243,0.926966292,0.817217939,0.974358974,0.91242331,0.99695122,0.916544346
"('1.png', '52.png')",0.585365854,0.685098214,0.864864865,0.766674619,0.959731544,0.867863381,0.985365854,0.910018202,1,0.947084923
"('1.png', '53.png')",0.77245509,0.634158225,0.880434783,0.796174391,0.868852459,0.84001609,0.97706422,0.913594738,1,0.91597358
"('1.png', '54.png')",0.531100478,0.665712862,0.970338983,0.829848187,0.938202247,0.857847647,0.99103139,0.906096061,1,0.930390485
"('1.png', '55.png')",0.625,0.63486772,0.7625,0.767108974,0.787401575,0.865371021,0.980487805,0.897839242,0.997607656,0.989110124
"('1.png', '56.png')",0.540983607,0.722088476,0.812834225,0.802388998,0.851851852,0.784706752,0.991631799,0.876939563,0.994459834,0.972022888
"('1.png', '57.png')",0.561403509,0.760307473,0.90052356,0.756351423,0.91875,0.863175709,0.970731707,0.890710642,0.997619048,0.989072241
"('1.png', '58.png')",0.714285714,0.719961738,0.89626556,0.787621431,0.911764706,0.818837844,0.981481481,0.903240961,1,0.98612324
"('1.png', '59.png')",0.576036866,0.707706909,0.892156863,0.786813847,0.855421687,0.773891351,0.991111111,0.930580978,0.996551724,0.940527855
"('1.png', '60.png')",0.610810811,0.692776678,0.833333333,0.797390206,0.865284974,0.801125049,0.955357143,0.912763045,0.99751861,0.981923013
"('1.png', '61.png')",0.716129032,0.660103737,0.924242424,0.766603323,0.875,0.807202856,0.982978723,0.915192501,1,0.99122209
"('1.png', '62.png')",0.63902439,0.730802303,0.87244898,0.757759507,0.838709677,0.713580022,0.990909091,0.881782292,0.997685185,0.983854031
"('1.png', '63.png')",0.523364486,0.640506949,0.954545455,0.811842922,0.899470899,0.809790617,0.982978723,0.91414492,0.995305164,0.98377821
"('1.png', '64.png')",0.59375,0.70526813,0.908713693,0.754270624,0.895705521,0.842042047,0.981132075,0.888334198,1,0.983954619
"('2.png', '3.png')",0.838709677,0.682236767,0.762135922,0.772712341,0.926829268,0.750448557,0.964285714,0.895760609,1,0.939328415
"('2.png', '4.png')",0.781420765,0.642337795,0.798122066,0.754904782,0.882051282,0.740554468,0.980769231,0.95844016,0.99047619,0.969896314
"('2.png', '5.png')",0.722222222,0.546108332,0.834951456,0.753219191,0.894444444,0.757389481,0.979591837,0.969198769,0.993690852,0.963294899
"('2.png', '6.png')",0.610441767,0.700866356,0.858585859,0.797627533,0.861878453,0.752336607,0.954751131,0.953105064,1,0.967300155
"('2.png', '7.png')",0.568888889,0.655349427,0.887931034,0.774071847,0.918032787,0.733739209,0.948207171,0.904528428,1,0.960137848
"('2.png', '8.png')",0.777777778,0.628332575,0.798941799,0.735282265,0.950226244,0.733153966,0.99137931,0.951329973,1,0.955513617
"('2.png', '9.png')",0.6,0.681004539,0.816753927,0.693853293,0.895,0.731975893,0.974895397,0.972584891,0.993710692,0.969686769
"('2.png', '10.png')",0.637614679,0.673758164,0.830188679,0.80747607,0.927536232,0.740661784,0.991071429,0.931303035,0.997005988,0.969234366
"('2.png', '11.png')",0.537444934,0.64259637,0.63803681,0.71133886,0.885057471,0.723611785,0.995708155,0.944039356,1,0.97200828
"('2.png', '12.png')",0.642857143,0.647223008,0.915492958,0.770631845,0.864130435,0.740064022,0.939655172,0.963925839,0.997175141,0.966861249
"('2.png', '13.png')",0.608333333,0.678227381,0.805555556,0.724168888,0.857954545,0.697150638,0.976744186,0.884987833,1,0.924642012
"('2.png', '14.png')",0.625,0.631017949,0.865384615,0.750295806,0.896341463,0.740541088,0.965217391,0.950040965,1,0.97200828
"('2.png', '15.png')",0.618834081,0.707290248,0.620689655,0.723179022,0.859459459,0.7439334,0.959677419,0.954049951,1,0.962001698
"('2.png', '16.png')",0.697560976,0.611875299,0.857142857,0.770506072,0.843023256,0.734575643,0.967567568,0.915126572,1,0.925842542
"('2.png', '17.png')",0.64516129,0.723950399,0.743169399,0.759689054,0.901554404,0.724179729,0.954545455,0.923710876,0.99382716,0.973422143
"('2.png', '18.png')",0.672566372,0.690415279,0.8,0.771006478,0.894444444,0.734463996,0.984293194,0.935540688,0.997067449,0.955158689
"('2.png', '19.png')",0.835164835,0.713340456,0.839130435,0.770658455,0.894495413,0.737342565,0.987603306,0.973982564,1,0.955630326
"('2.png', '20.png')",0.671361502,0.719001755,0.660287081,0.753003274,0.868686869,0.752533845,0.964285714,0.922733123,0.996941896,0.933146674
"('2.png', '21.png')",0.666666667,0.734382304,0.923076923,0.773102409,0.889502762,0.762010036,0.970731707,0.928181636,1,0.890607645
"('2.png', '22.png')",0.611570248,0.708983169,0.823529412,0.811497225,0.919786096,0.75583825,0.97254902,0.961594673,0.99702381,0.929623241
"('2.png', '23.png')",0.666666667,0.718024551,0.852380952,0.711548525,0.884146341,0.739630338,0.957142857,0.923789388,1,0.962422721
"('2.png', '24.png')",0.695238095,0.69992497,0.862559242,0.781165904,0.892215569,0.742342517,0.956,0.96422913,1,0.946201067
"('2.png', '25.png')",0.804347826,0.629436824,0.801762115,0.78654895,0.869565217,0.746553906,0.985294118,0.918632517,1,0.953100857
"('2.png', '26.png')",0.69047619,0.575520838,0.820960699,0.769735889,0.911111111,0.740698565,0.984313725,0.944011173,0.99704142,0.965096507
"('2.png', '27.png')",0.607476636,0.683194268,0.796208531,0.781344938,0.778481013,0.736877066,0.971563981,0.945628489,1,0.97200828
"('2.png', '28.png')",0.769633508,0.613310914,0.841584158,0.73474598,0.851351351,0.736033119,0.983606557,0.920892496,1,0.914126747
"('2.png', '29.png')",0.613821138,0.698808385,0.747747748,0.707319639,0.865168539,0.752062661,0.986956522,0.938930517,1,0.881076709
"('2.png', '30.png')",0.64806867,0.659209391,0.856481481,0.748021068,0.81871345,0.686072287,0.928251121,0.937426998,0.990990991,0.962001265
"('2.png', '31.png')",0.484848485,0.712216078,0.837837838,0.681065606,0.837349398,0.736629096,0.965,0.919737414,0.996904025,0.92429973
"('2.png', '32.png')",0.658415842,0.600780961,0.855895197,0.7881642,0.902325581,0.712845486,0.975,0.960603464,1,0.926162956
"('2.png', '33.png')",0.683035714,0.70249908,0.771428571,0.745627242,0.883248731,0.749632161,0.974093264,0.942161479,1,0.955000501
"('2.png', '34.png')",0.638132296,0.747988436,0.808823529,0.620113462,0.883040936,0.759322191,0.985849057,0.92776188,0.996996997,0.960902681
"('2.png', '35.png')",0.668067227,0.735529876,0.755980861,0.774850525,0.909090909,0.725213497,0.994505495,0.889651011,0.99339934,0.95083976
"('2.png', '36.png')",0.623015873,0.720026189,0.801932367,0.725423329,0.826923077,0.739399157,0.964143426,0.971492113,1,0.956396466
"('2.png', '37.png')",0.633744856,0.673402378,0.825112108,0.7167467,0.828571429,0.712245695,0.963800905,0.934850393,1,0.949538346
"('2.png', '38.png')",0.648305085,0.732624631,0.71042471,0.781843161,0.826086957,0.74316495,0.992125984,0.952740052,1,0.932251663
"('2.png', '39.png')",0.584033613,0.689527846,0.877934272,0.757014685,0.890710383,0.748420486,0.971698113,0.926934388,1,0.97200828
"('2.png', '40.png')",0.707509881,0.778847857,0.846153846,0.741881379,0.846153846,0.730841978,0.981042654,0.874063173,1,0.97200828
"('2.png', '41.png')",0.672268908,0.763129202,0.821256039,0.724901331,0.896907216,0.730006153,0.974789916,0.957772555,1,0.956284794
"('2.png', '42.png')",0.638297872,0.630763561,0.611111111,0.710530576,0.933333333,0.730103618,0.972477064,0.922218585,1,0.967971555
"('2.png', '43.png')",0.746411483,0.663857848,0.793814433,0.757382871,0.864197531,0.703921193,0.977578475,0.944199759,1,0.92853732
"('2.png', '44.png')",0.575892857,0.652941044,0.835497835,0.737387372,0.851282051,0.749920136,0.975,0.920319909,1,0.907956746
"('2.png', '45.png')",0.676855895,0.637367788,0.789473684,0.759121089,0.860465116,0.741500167,0.992565056,0.958792192,0.993993994,0.962201973
"('2.png', '46.png')",0.772222222,0.679964928,0.827586207,0.757578592,0.866666667,0.72727379,0.990610329,0.929506111,1,0.911902937
"('2.png', '47.png')",0.559633028,0.59647678,0.807860262,0.774963698,0.856353591,0.735517801,0.96373057,0.892760324,1,0.948356817
"('2.png', '48.png')",0.582089552,0.601073663,0.795348837,0.807954799,0.93220339,0.757359788,0.995121951,0.894312463,1,0.931063186
"('2.png', '49.png')",0.669565217,0.722874648,0.878504673,0.772973985,0.90052356,0.725328207,0.988095238,0.953403959,1,0.943723972
"('2.png', '50.png')",0.827777778,0.69202479,0.814070352,0.795010287,0.93220339,0.743782278,0.984,0.961989957,1,0.931649177
"('2.png', '51.png')",0.625550661,0.664553178,0.786956522,0.759355509,0.929487179,0.733420437,0.986175115,0.929569658,0.996825397,0.897363686
"('2.png', '52.png')",0.652777778,0.704022629,0.821621622,0.790420069,0.926136364,0.7398418,0.991735537,0.942830058,1,0.93301166
"('2.png', '53.png')",0.797927461,0.671880636,0.853080569,0.799492289,0.851428571,0.736019271,0.975708502,0.949687071,1,0.897257244
"('2.png', '54.png')",0.614285714,0.650944632,0.853211009,0.793074383,0.860759494,0.744725056,0.97338403,0.944762689,1,0.930511468
"('2.png', '55.png')",0.695238095,0.663971467,0.716494845,0.767074406,0.845679012,0.754929843,0.984375,0.923371019,0.99047619,0.969896314
"('2.png', '56.png')",0.553191489,0.724391372,0.834170854,0.796014253,0.839285714,0.708722339,0.974895397,0.911614576,0.996805112,0.952809077
"('2.png', '57.png')",0.619834711,0.729371193,0.834254144,0.73951377,0.930379747,0.749010569,0.965346535,0.914285077,0.987381703,0.96985843
"('2.png', '58.png')",0.792899408,0.724897592,0.813953488,0.762114611,0.868421053,0.73048044,0.980694981,0.950068147,1,0.96690943
"('2.png', '59.png')",0.650655022,0.672351835,0.83248731,0.735360043,0.88,0.707133332,0.986725664,0.961455599,1,0.926422982
"('2.png', '60.png')",0.655339806,0.680269814,0.800970874,0.78227737,0.865284974,0.71662,0.942857143,0.957304618,0.996996997,0.962695727
"('2.png', '61.png')",0.786516854,0.659929655,0.779116466,0.76928312,0.906862745,0.713342146,0.972868217,0.957669449,1,0.97200828
"('2.png', '62.png')",0.69955157,0.749015721,0.845454545,0.791149908,0.905472637,0.703715512,0.97008547,0.913492262,0.990825688,0.967338144
"('2.png', '63.png')",0.537777778,0.646636579,0.787878788,0.808576729,0.848648649,0.741367159,0.976470588,0.946959234,1,0.9645644
"('2.png', '64.png')",0.601694915,0.680773626,0.864253394,0.772055051,0.84939759,0.736152351,0.974683544,0.908369695,1,0.964851088
"('3.png', '4.png')",0.909090909,0.696207651,0.790960452,0.739284547,0.931707317,0.838137286,0.989473684,0.89718689,0.992366412,0.965159605
"('3.png', '5.png')",0.868181818,0.577649933,0.787234043,0.743167966,0.956989247,0.855564764,1,0.902561833,1,0.95475993
"('3.png', '6.png')",0.842391304,0.67747364,0.76119403,0.770664926,0.937172775,0.875407951,0.98173516,0.889589702,1,0.958762467
"('3.png', '7.png')",0.798742138,0.69154734,0.834196891,0.744289177,0.935960591,0.823194966,0.968085106,0.85546594,1,0.952009338
"('3.png', '8.png')",0.906810036,0.707573366,0.746268657,0.745691447,0.951612903,0.825801117,0.994818653,0.891479631,0.996254682,0.94730929
"('3.png', '9.png')",0.898876404,0.744926825,0.751219512,0.711462325,0.927884615,0.822924784,0.970414201,0.906465293,0.996062992,0.965145494
"('3.png', '10.png')",0.869767442,0.70608355,0.871134021,0.799568351,0.893048128,0.83137025,0.984615385,0.875899401,1,0.95847545
"('3.png', '11.png')",0.808219178,0.669979913,0.611111111,0.742066564,0.901639344,0.794086163,0.988636364,0.886938093,1,0.963470591
"('3.png', '12.png')",0.860824742,0.6834592,0.831325301,0.755500985,0.917475728,0.865015279,0.968085106,0.896470056,1,0.957831425
"('3.png', '13.png')",0.897196262,0.691368629,0.710280374,0.765769783,0.89017341,0.739681402,0.97382199,0.834081661,1,0.940709136
"('3.png', '14.png')",0.844559585,0.683476489,0.747058824,0.743553958,0.923469388,0.842557141,0.984126984,0.896706757,1,0.963470591
"('3.png', '15.png')",0.91005291,0.714312767,0.55399061,0.721449515,0.922018349,0.839263063,0.967567568,0.893053219,1,0.953473756
"('3.png', '16.png')",0.899598394,0.716287631,0.771144279,0.751809863,0.867579909,0.841875972,0.984615385,0.869037059,1,0.917386353
"('3.png', '17.png')",0.875,0.739427679,0.714285714,0.79492485,0.919191919,0.841093156,0.995305164,0.869928822,0.996183206,0.961961444
"('3.png', '18.png')",0.902912621,0.728314013,0.706976744,0.811349516,0.932735426,0.850677289,0.990566038,0.877243266,0.996197719,0.943855554
"('3.png', '19.png')",0.938864629,0.769792267,0.790322581,0.764709632,0.935323383,0.809167487,0.988095238,0.904862951,1,0.949718432
"('3.png', '20.png')",0.887254902,0.705706491,0.652777778,0.749319951,0.920212766,0.827697203,0.980769231,0.869764417,1,0.925035597
"('3.png', '21.png')",0.900497512,0.713700241,0.795121951,0.760500944,0.930348259,0.861943752,0.963157895,0.864832098,1,0.89555185
"('3.png', '22.png')",0.902439024,0.692201872,0.769953052,0.789048739,0.94,0.84175355,0.964071856,0.899010623,1,0.917148768
"('3.png', '23.png')",0.884422111,0.730087206,0.727748691,0.726523479,0.962365591,0.864354286,0.978947368,0.876731786,1,0.954263188
"('3.png', '24.png')",0.911111111,0.726655795,0.794444444,0.774367618,0.935323383,0.827784389,0.983146067,0.903213998,0.992753623,0.939525371
"('3.png', '25.png')",0.916666667,0.744100954,0.765853659,0.773706129,0.927374302,0.870179083,0.990049751,0.859908042,0.996254682,0.944102907
"('3.png', '26.png')",0.850961538,0.588938362,0.805970149,0.766603719,0.945205479,0.844913654,0.989304813,0.887215598,1,0.954757093
"('3.png', '27.png')",0.837988827,0.706976208,0.782178218,0.762545504,0.929292929,0.84194236,0.97382199,0.890532825,1,0.963470591
"('3.png', '28.png')",0.93625498,0.688840295,0.75,0.725636317,0.953757225,0.841067427,0.976470588,0.860409808,1,0.90457315
"('3.png', '29.png')",0.855555556,0.685492926,0.676190476,0.745557353,0.90521327,0.839799531,0.99078341,0.880991622,0.995744681,0.869462372
"('3.png', '30.png')",0.893518519,0.72109603,0.764044944,0.745636901,0.871287129,0.771034124,0.978165939,0.885652259,0.996168582,0.951509909
"('3.png', '31.png')",0.784313725,0.676168428,0.742424242,0.694121145,0.914285714,0.840045027,0.990521327,0.882639709,1,0.914864045
"('3.png', '32.png')",0.861111111,0.628150243,0.765306122,0.771486434,0.87195122,0.77275274,0.976470588,0.893072282,1,0.939228431
"('3.png', '33.png')",0.917582418,0.708972337,0.744565217,0.733752233,0.925581395,0.837841282,0.978494624,0.883931667,1,0.95344449
"('3.png', '34.png')",0.895287958,0.695396476,0.721212121,0.61227382,0.949541284,0.862781182,0.990338164,0.882167096,1,0.952323629
"('3.png', '35.png')",0.866359447,0.683908837,0.703349282,0.757612671,0.9375,0.823880155,0.975609756,0.834285304,1,0.957984316
"('3.png', '36.png')",0.866028708,0.686701296,0.753846154,0.738276058,0.914141414,0.82848325,0.96835443,0.905222105,0.992366412,0.947633828
"('3.png', '37.png')",0.825396825,0.695414929,0.75,0.730740529,0.915254237,0.817214929,0.964467005,0.879137369,1,0.973253737
"('3.png', '38.png')",0.882051282,0.698367975,0.640909091,0.759442489,0.920903955,0.820561035,0.985365854,0.902785091,1,0.916056607
"('3.png', '39.png')",0.884210526,0.769209746,0.777173913,0.757174426,0.904761905,0.865481055,0.99,0.875003252,1,0.963470591
"('3.png', '40.png')",0.884210526,0.758423224,0.746192893,0.782977615,0.934065934,0.818770907,0.994475138,0.833160265,1,0.963470591
"('3.png', '41.png')",0.871134021,0.688426136,0.819148936,0.734592997,0.938388626,0.820181964,0.980263158,0.898553738,1,0.944126858
"('3.png', '42.png')",0.892116183,0.683687319,0.586387435,0.678906398,0.927777778,0.817431503,0.973958333,0.866087177,1,0.959728063
"('3.png', '43.png')",0.946843854,0.786096678,0.807291667,0.753439025,0.911111111,0.790048288,0.984615385,0.887397769,1,0.920346762
"('3.png', '44.png')",0.859756098,0.69830599,0.741935484,0.723591964,0.92972973,0.816086639,0.982954545,0.872532508,1,0.899050704
"('3.png', '45.png')",0.930735931,0.717912425,0.759090909,0.782290545,0.903225806,0.813756013,0.983695652,0.898486698,0.996415771,0.952954306
"('3.png', '46.png')",0.924444444,0.679182972,0.795454545,0.744904135,0.942708333,0.817315315,0.976303318,0.882008744,1,0.896795137
"('3.png', '47.png')",0.785276074,0.641198776,0.785714286,0.787995484,0.92,0.853279906,0.989304813,0.84306336,1,0.951583697
"('3.png', '48.png')",0.79245283,0.635324872,0.775119617,0.796076861,0.925,0.858600708,0.98816568,0.854147913,0.992,0.923186739
"('3.png', '49.png')",0.883495146,0.721064465,0.782122905,0.776528762,0.956937799,0.820794511,0.989361702,0.8920818,1,0.91949959
"('3.png', '50.png')",0.951417004,0.715209112,0.739534884,0.786772687,0.933333333,0.851717634,0.967567568,0.895697601,1,0.923110694
"('3.png', '51.png')",0.904522613,0.728438341,0.69273743,0.742038226,0.937823834,0.828204356,0.962566845,0.871899183,0.996,0.888792847
"('3.png', '52.png')",0.841584158,0.800256804,0.817708333,0.776695102,0.962085308,0.863696151,0.989417989,0.886613408,1,0.919509138
"('3.png', '53.png')",0.928338762,0.825392409,0.803191489,0.764129325,0.942583732,0.850288039,0.989304813,0.885079787,1,0.888826534
"('3.png', '54.png')",0.865,0.708315353,0.772020725,0.782867601,0.910526316,0.848891559,0.98245614,0.879553834,1,0.902933262
"('3.png', '55.png')",0.846153846,0.761428653,0.732323232,0.744571925,0.772727273,0.861218899,0.994818653,0.870624613,0.992366412,0.965159605
"('3.png', '56.png')",0.797468354,0.676672413,0.735751295,0.775036187,0.916230366,0.809963672,0.989417989,0.871334215,1,0.958222045
"('3.png', '57.png')",0.857142857,0.703251578,0.731428571,0.732269835,0.961538462,0.858686588,0.989637306,0.862136142,0.996047431,0.961320742
"('3.png', '58.png')",0.918367347,0.744480997,0.761111111,0.759978441,0.947976879,0.829559326,0.96875,0.886327176,1,0.958371741
"('3.png', '59.png')",0.933035714,0.714919903,0.811518325,0.748392218,0.868932039,0.78260665,0.994535519,0.8985213,1,0.913006781
"('3.png', '60.png')",0.911894273,0.696525046,0.766497462,0.765001553,0.882022472,0.762081462,0.982954545,0.893599502,1,0.954212633
"('3.png', '61.png')",0.934156379,0.689241093,0.724637681,0.767086936,0.873684211,0.801615132,0.989189189,0.893575758,1,0.963470591
"('3.png', '62.png')",0.867346939,0.693743324,0.75,0.745296948,0.856382979,0.73525841,0.988826816,0.858743231,1,0.956259147
"('3.png', '63.png')",0.803797468,0.703238912,0.728723404,0.771966451,0.880952381,0.80185706,0.984293194,0.890459671,1,0.956026711
"('3.png', '64.png')",0.869109948,0.721874265,0.761363636,0.758998664,0.915422886,0.845708895,0.978609626,0.869530309,1,0.961596247
"('4.png', '5.png')",0.889344262,0.541594488,0.844444444,0.762283575,0.895061728,0.865021163,0.988636364,0.970355383,1,0.989174654
"('4.png', '6.png')",0.756097561,0.613546849,0.808510638,0.775632818,0.878947368,0.891283232,0.987755102,0.951113733,0.997695853,0.99317991
"('4.png', '7.png')",0.775280899,0.622289166,0.90625,0.786489841,0.860824742,0.82203181,0.960714286,0.909414309,1,0.985991775
"('4.png', '8.png')",0.937704918,0.700411566,0.774193548,0.735522099,0.87,0.819655391,0.987012987,0.9493293,0.994444444,0.98123221
"('4.png', '9.png')",0.793650794,0.6501362,0.82,0.7095479,0.869791667,0.828811048,0.991803279,0.973393825,1,0.995650971
"('4.png', '10.png')",0.791469194,0.614128529,0.85106383,0.759059236,0.900990099,0.839770065,0.98490566,0.935922041,1,0.991971546
"('4.png', '11.png')",0.761627907,0.620063174,0.611111111,0.717311212,0.885714286,0.82264762,0.995575221,0.949061509,1,0.997888034
"('4.png', '12.png')",0.847368421,0.606025172,0.891509434,0.761906245,0.905472637,0.880318012,0.96875,0.95685877,0.9975,0.989306672
"('4.png', '13.png')",0.767676768,0.608374734,0.751173709,0.763376859,0.829015544,0.725688968,0.970760234,0.893647149,1,0.950796758
"('4.png', '14.png')",0.767195767,0.612962196,0.831632653,0.753935469,0.914893617,0.85860771,0.991935484,0.947176467,1,0.997888034
"('4.png', '15.png')",0.814606742,0.637773513,0.615789474,0.712068646,0.861386139,0.840690089,0.988636364,0.953577313,0.99744898,0.987881453
"('4.png', '16.png')",0.959183673,0.802165347,0.807511737,0.797251702,0.794594595,0.842357801,0.984293194,0.916416369,1,0.951720961
"('4.png', '17.png')",0.772486772,0.654533265,0.670103093,0.731557264,0.860103627,0.842705422,0.987394958,0.929327421,1,0.994065438
"('4.png', '18.png')",0.822580645,0.644644095,0.801020408,0.754755401,0.881188119,0.856455532,0.990384615,0.935967459,0.997402597,0.978272997
