Files Compared,ORB,SSIM
"('12.png', '11.png')",0.5924170616113744,0.6898766929831232
"('12.png', '10.png')",0.7227272727272728,0.7105505511393292
"('12.png', '9.png')",0.7117903930131004,0.793350419328298
"('12.png', '5.png')",0.7277486910994765,0.5317318229656506
"('12.png', '7.png')",0.5879629629629629,0.6954837811820762
"('12.png', '6.png')",0.6457399103139013,0.7541168764992214
"('12.png', '3.png')",0.8608247422680413,0.683459200181547
"('12.png', '8.png')",0.7853658536585366,0.6265574792853398
"('12.png', '4.png')",0.8473684210526315,0.6060251716544893
"('12.png', '2.png')",0.6428571428571429,0.6472230078830448
"('12.png', '1.png')",0.5825688073394495,0.6651173206771722
"('12.png', '27.png')",0.639269406392694,0.7237678915081184
"('12.png', '26.png')",0.7297297297297297,0.5729063426092091
"('12.png', '25.png')",0.8203883495145631,0.6464430542149887
"('12.png', '24.png')",0.78125,0.7639876003351507
"('12.png', '23.png')",0.7548076923076923,0.7521401481595816
"('12.png', '22.png')",0.7100840336134454,0.7381886954079252
"('12.png', '21.png')",0.6735537190082644,0.737039823635675
"('12.png', '20.png')",0.7105263157894737,0.6673451241714817
"('12.png', '19.png')",0.895,0.7879414372268019
"('12.png', '18.png')",0.695852534562212,0.7467919546402727
"('12.png', '17.png')",0.6826086956521739,0.7880298468185106
"('12.png', '16.png')",0.7970297029702971,0.6129908459988055
"('12.png', '15.png')",0.6239316239316239,0.8015930213481827
"('12.png', '14.png')",0.6877637130801688,0.7506581903088797
"('12.png', '13.png')",0.6763485477178424,0.7498900481200496
"('12.png', '36.png')",0.6923076923076923,0.7222014545758121
"('12.png', '35.png')",0.6960352422907489,0.6554210224475245
"('12.png', '34.png')",0.6866952789699571,0.7138789677493748
"('12.png', '33.png')",0.7251184834123223,0.7121085708906777
"('12.png', '32.png')",0.7256637168141593,0.6686359697546714
"('12.png', '31.png')",0.5406698564593302,0.7226687622650051
"('12.png', '30.png')",0.748,0.7493051019932221
"('12.png', '29.png')",0.6296296296296297,0.6786407841905651
