Files Compared,ORB,SSIM
"('60.png', '55.png')",0.8008474576271186,0.6943313648699153
"('60.png', '57.png')",0.7615384615384615,0.8260156229864268
"('60.png', '22.png')",0.7142857142857143,0.773423179779904
"('60.png', '56.png')",0.6544502617801047,0.7993797919731865
"('60.png', '63.png')",0.6681034482758621,0.7805526972052924
"('60.png', '37.png')",0.7985347985347986,0.8168964992744193
"('60.png', '61.png')",0.9056603773584906,0.7488791343258688
"('60.png', '6.png')",0.7010309278350515,0.7434820508675152
"('60.png', '23.png')",0.7888446215139442,0.8080419119530213
"('60.png', '42.png')",0.8188679245283019,0.7374648425822339
"('60.png', '15.png')",0.8281938325991189,0.7827063844448827
"('60.png', '52.png')",0.7531380753138075,0.7859615129922765
"('60.png', '7.png')",0.7786885245901639,0.8025598300282296
"('60.png', '8.png')",0.8795620437956204,0.7509907569154404
"('60.png', '11.png')",0.7675276752767528,0.7509620041230786
"('60.png', '12.png')",0.852112676056338,0.7811969789064218
"('60.png', '13.png')",0.6610169491525424,0.7750234100093903
"('60.png', '47.png')",0.7079646017699115,0.7166233716009125
"('60.png', '53.png')",0.8880866425992779,0.7546850914281206
"('60.png', '46.png')",0.8931623931623932,0.7113430066335793
"('60.png', '43.png')",0.8458781362007168,0.7461866314766805
"('60.png', '26.png')",0.8144796380090498,0.5297183489651923
"('60.png', '54.png')",0.7862318840579711,0.8385409587807281
"('60.png', '41.png')",0.7695473251028807,0.7675554047401855
"('60.png', '36.png')",0.7890909090909091,0.7779705331082777
"('60.png', '51.png')",0.8146964856230032,0.7881014302301016
"('60.png', '2.png')",0.7033492822966507,0.7120861071217308
"('60.png', '27.png')",0.799163179916318,0.8049765568796072
"('60.png', '17.png')",0.7848605577689243,0.8130151226212815
"('60.png', '16.png')",0.872791519434629,0.7769617557944978
"('60.png', '31.png')",0.5898876404494382,0.7819231022316737
"('60.png', '5.png')",0.875,0.5163792663614016
"('60.png', '30.png')",0.7716535433070866,0.7779432592578744
"('60.png', '14.png')",0.7469879518072289,0.7604479469062698
"('60.png', '1.png')",0.6916666666666667,0.7702078513984404
"('60.png', '45.png')",0.7478260869565218,0.7829979898570251
"('60.png', '39.png')",0.7129186602870813,0.7923886300151585
"('60.png', '40.png')",0.7740585774058577,0.7876022708915914
"('60.png', '3.png')",0.8505747126436781,0.7621242804629625
"('60.png', '20.png')",0.8355704697986577,0.786578079089079
"('60.png', '64.png')",0.8089430894308943,0.8002998565587612
"('60.png', '33.png')",0.7678571428571429,0.7943894935919263
"('60.png', '24.png')",0.874439461883408,0.7430981241990015
"('60.png', '19.png')",0.875968992248062,0.7863191568968926
"('60.png', '38.png')",0.7764705882352941,0.7560385623002018
"('60.png', '34.png')",0.7692307692307693,0.7834209212544341
"('60.png', '29.png')",0.7096774193548387,0.7531775099726352
"('60.png', '49.png')",0.7890295358649789,0.791914422542772
"('60.png', '4.png')",0.8989169675090253,0.759558490560983
"('60.png', '59.png')",0.7478632478632479,0.8010095688772111
"('60.png', '50.png')",0.9349593495934959,0.7495866528836556
"('60.png', '28.png')",0.9043824701195219,0.6292961843317982
"('60.png', '25.png')",0.8725868725868726,0.7176358746986077
"('60.png', '48.png')",0.7186147186147186,0.6997847397087553
"('60.png', '9.png')",0.8675496688741722,0.8172138728224474
"('60.png', '62.png')",0.8091603053435115,0.754270605915774
"('60.png', '44.png')",0.8562091503267973,0.7537210685315493
"('60.png', '35.png')",0.7573221757322176,0.6148136983095861
"('60.png', '10.png')",0.7984790874524715,0.76346545379667
"('60.png', '18.png')",0.7647058823529411,0.7705188479196154
"('60.png', '32.png')",0.7829787234042553,0.6169181928220452
"('60.png', '21.png')",0.7832167832167832,0.808366994570714
"('60.png', '58.png')",0.8664495114006515,0.7155173034531259
"('55.png', '57.png')",0.7884615384615384,0.690477572651561
"('55.png', '22.png')",0.7130801687763713,0.6847894279868667
"('55.png', '56.png')",0.6752577319587629,0.681188632294414
"('55.png', '63.png')",0.7092511013215859,0.6998251522898465
"('55.png', '37.png')",0.8308270676691729,0.7130062828328366
"('55.png', '61.png')",0.9071729957805907,0.747899246942815
"('55.png', '6.png')",0.7142857142857143,0.6752845806791293
"('55.png', '23.png')",0.8600823045267489,0.7266580011160574
"('55.png', '42.png')",0.8442906574394463,0.7466475184003306
"('55.png', '15.png')",0.891566265060241,0.7491110325823302
"('55.png', '52.png')",0.8708487084870848,0.7848194104143582
"('55.png', '7.png')",0.8165938864628821,0.6966722242198075
"('55.png', '8.png')",0.8455284552845529,0.7115266914601847
"('55.png', '11.png')",0.7768595041322314,0.7048543690209845
"('55.png', '12.png')",0.8828451882845189,0.7412221702272582
"('55.png', '13.png')",0.7364016736401674,0.6834929159267619
"('55.png', '47.png')",0.7280701754385965,0.7141154423781267
"('55.png', '53.png')",0.8920863309352518,0.748376289913785
"('55.png', '46.png')",0.9919678714859438,0.7626812690844447
"('55.png', '43.png')",0.8467153284671532,0.7256518206378751
"('55.png', '26.png')",0.8304347826086956,0.5521040603190772
"('55.png', '54.png')",0.8275862068965517,0.7032049076701953
"('55.png', '41.png')",0.803088803088803,0.7207466546933584
"('55.png', '36.png')",0.776,0.7012180383586952
"('55.png', '51.png')",0.8060344827586207,0.7169715537634094
"('55.png', '2.png')",0.7049180327868853,0.7062165646786998
"('55.png', '27.png')",0.8223140495867769,0.6998355865938978
"('55.png', '17.png')",0.8492063492063492,0.7472958089232468
"('55.png', '16.png')",0.9145299145299145,0.7180017925098282
"('55.png', '31.png')",0.680628272251309,0.6822375697732963
"('55.png', '5.png')",0.821917808219178,0.5450536606769654
"('55.png', '30.png')",0.7366255144032922,0.7124310603556333
"('55.png', '14.png')",0.7655677655677655,0.7083081092241351
"('55.png', '1.png')",0.7372549019607844,0.7041133386301085
"('55.png', '45.png')",0.7560975609756098,0.6988902006897645
"('55.png', '39.png')",0.7983193277310925,0.751396679103209
"('55.png', '40.png')",0.8669064748201439,0.763377365783573
"('55.png', '3.png')",0.8958333333333334,0.7599838104455938
"('55.png', '20.png')",0.819672131147541,0.7185569395655064
"('55.png', '64.png')",0.8125,0.7115712154387405
"('55.png', '33.png')",0.8451327433628318,0.7221603113876567
"('55.png', '24.png')",0.9458333333333333,0.8081824277462459
"('55.png', '19.png')",0.9325842696629213,0.7809907555679615
"('55.png', '38.png')",0.8133802816901409,0.717757480627576
"('55.png', '34.png')",0.784,0.7057600726176991
"('55.png', '29.png')",0.7106382978723405,0.7020233145096189
"('55.png', '49.png')",0.7982832618025751,0.728257613871242
"('55.png', '4.png')",0.9004329004329005,0.716519000205542
"('55.png', '59.png')",0.7795275590551181,0.7009060589425626
"('55.png', '50.png')",0.9780701754385965,0.8076307939927495
"('55.png', '28.png')",0.8816326530612245,0.6514964891193241
"('55.png', '25.png')",0.888030888030888,0.704890032121424
"('55.png', '48.png')",0.7136752136752137,0.7040790365908189
"('55.png', '9.png')",0.9184549356223176,0.7455982191691692
"('55.png', '62.png')",0.9090909090909091,0.778574292421743
"('55.png', '44.png')",0.8040816326530612,0.7189562754461436
"('55.png', '35.png')",0.8205128205128205,0.6758972825462238
"('55.png', '10.png')",0.8079710144927537,0.714821402992861
