Files Compared,ORB,SSIM
"('58.png', '50.png')",1.0,0.9472853324478482
"('58.png', '16.png')",1.0,0.730287138179062
"('58.png', '40.png')",1.0,0.8833022171962982
"('58.png', '39.png')",1.0,0.8770579445234414
"('58.png', '3.png')",0.9318181818181818,0.6475846521295506
"('58.png', '64.png')",1.0,0.961564145528003
"('58.png', '62.png')",1.0,0.974489901685624
"('58.png', '28.png')",1.0,0.8069194688109048
"('58.png', '38.png')",1.0,0.8707380881898775
"('58.png', '8.png')",0.9746835443037974,0.6792746753384279
"('58.png', '1.png')",0.5,0.634446950405866
"('58.png', '4.png')",0.9433962264150944,0.6538289248024075
"('58.png', '63.png')",1.0,0.9682456290127672
"('58.png', '24.png')",1.0,0.7813592269408618
"('58.png', '18.png')",1.0,0.7429445005284343
"('58.png', '32.png')",1.0,0.8323778500343747
"('58.png', '26.png')",1.0,0.7940457816969131
"('58.png', '23.png')",1.0,0.7749121834601471
"('58.png', '52.png')",1.0,0.9606600928138219
"('58.png', '37.png')",1.0,0.8643319423137815
"('58.png', '6.png')",0.9701492537313433,0.6666282358988077
"('58.png', '21.png')",1.0,0.762192768192175
"('58.png', '51.png')",1.0,0.9539924948525581
"('58.png', '20.png')",1.0,0.7556380713475527
"('58.png', '13.png')",1.0,0.7113395481393839
"('58.png', '19.png')",1.0,0.7491563016340489
"('58.png', '45.png')",1.0,0.915147030927682
"('58.png', '22.png')",1.0,0.7684774720446351
"('58.png', '54.png')",1.0,0.9740539782489533
"('58.png', '7.png')",0.974025974025974,0.6729762650416995
"('58.png', '48.png')",1.0,0.9345036481403758
"('58.png', '17.png')",1.0,0.7365872263655763
"('58.png', '9.png')",1.0,0.6856527477565763
"('58.png', '2.png')",0.8888888888888888,0.6410995199213089
"('58.png', '55.png')",1.0,0.9804609476775455
"('58.png', '11.png')",1.0,0.6982199690112297
"('58.png', '31.png')",1.0,0.8259916489957204
"('58.png', '27.png')",1.0,0.8005447575564283
"('58.png', '33.png')",1.0,0.8389777501823197
"('58.png', '5.png')",0.9516129032258065,0.6602290395327431
"('58.png', '15.png')",1.0,0.7240091402388803
"('58.png', '12.png')",1.0,0.7045256095747293
"('58.png', '56.png')",1.0,0.9872429152574506
"('58.png', '29.png')",1.0,0.8134952786730368
"('58.png', '25.png')",1.0,0.7876034996137187
"('58.png', '46.png')",1.0,0.9216681042438616
"('58.png', '41.png')",1.0,0.8896769941129744
"('58.png', '35.png')",1.0,0.8517523368479538
"('58.png', '59.png')",1.0,0.9937342271247666
"('58.png', '30.png')",1.0,0.8197395513458939
"('58.png', '61.png')",1.0,0.981144432740126
"('58.png', '42.png')",1.0,0.8959941163878672
"('58.png', '57.png')",1.0,0.9935058561561895
"('58.png', '36.png')",1.0,0.8579966095208107
"('58.png', '47.png')",1.0,0.9280911496731411
"('58.png', '44.png')",1.0,0.9087618254874806
"('58.png', '10.png')",1.0,0.6920079743150677
"('58.png', '53.png')",1.0,0.9673281583515431
"('58.png', '14.png')",1.0,0.7175838208122408
"('58.png', '34.png')",1.0,0.8452220228551764
"('58.png', '60.png')",1.0,0.9873887054129828
"('58.png', '43.png')",1.0,0.9023404167739341
"('58.png', '49.png')",1.0,0.9409141409798866
"('50.png', '16.png')",0.9878787878787879,0.783001805731213
"('50.png', '40.png')",1.0,0.9360168847484491
"('50.png', '39.png')",1.0,0.9297726120755923
"('50.png', '3.png')",0.803921568627451,0.7002993196817018
"('50.png', '64.png')",1.0,0.9088494779758506
"('50.png', '62.png')",1.0,0.921775234133472
"('50.png', '28.png')",1.0,0.8596341363630559
"('50.png', '38.png')",1.0,0.9234527557420286
"('50.png', '8.png')",0.9318181818181818,0.731989342890579
"('50.png', '1.png')",0.5,0.6871616179580172
"('50.png', '4.png')",0.8412698412698413,0.7065435923545587
"('50.png', '63.png')",1.0,0.915530961460615
"('50.png', '24.png')",1.0,0.834073894493013
"('50.png', '18.png')",0.9945054945054945,0.7956591680805852
"('50.png', '32.png')",1.0,0.8850925175865257
"('50.png', '26.png')",1.0,0.8467604492490642
"('50.png', '23.png')",1.0,0.8276268510122983
"('50.png', '52.png')",1.0,0.9866252396340266
"('50.png', '37.png')",1.0,0.9170466098659324
"('50.png', '6.png')",0.8947368421052632,0.719342903450959
"('50.png', '21.png')",1.0,0.8149074357443259
"('50.png', '51.png')",1.0,0.9932928375952907
"('50.png', '20.png')",0.9947368421052631,0.8083527388997037
"('50.png', '13.png')",0.9863013698630136,0.7640542156915351
"('50.png', '19.png')",0.9946524064171123,0.8018709691861999
"('50.png', '45.png')",1.0,0.967861698479833
"('50.png', '22.png')",1.0,0.821192139596786
"('50.png', '54.png')",1.0,0.973231354198895
"('50.png', '7.png')",0.9285714285714286,0.7256909325938504
"('50.png', '48.png')",1.0,0.9872183156925267
"('50.png', '17.png')",0.9939759036144579,0.7893018939177275
"('50.png', '9.png')",0.96,0.7383674153087273
"('50.png', '2.png')",0.8157894736842105,0.6938141874734599
"('50.png', '55.png')",1.0,0.9668243847703025
"('50.png', '11.png')",0.9849624060150376,0.7509346365633807
"('50.png', '31.png')",1.0,0.8787063165478713
"('50.png', '27.png')",1.0,0.8532594251085794
"('50.png', '33.png')",1.0,0.8916924177344706
"('50.png', '5.png')",0.8823529411764706,0.7129437070848944
"('50.png', '15.png')",0.9875776397515528,0.7767238077910315
"('50.png', '12.png')",0.9856115107913669,0.7572402771268806
"('50.png', '56.png')",1.0,0.9600424171903975
"('50.png', '29.png')",1.0,0.866209946225188
"('50.png', '25.png')",1.0,0.8403181671658696
"('50.png', '46.png')",1.0,0.9743827717960126
"('50.png', '41.png')",1.0,0.9423916616651254
"('50.png', '35.png')",1.0,0.904467004400105
"('50.png', '59.png')",1.0,0.9410195595726144
"('50.png', '30.png')",1.0,0.8724542188980449
"('50.png', '61.png')",1.0,0.9284297651879738
"('50.png', '42.png')",1.0,0.9487087839400182
"('50.png', '57.png')",1.0,0.9537794762916585
"('50.png', '36.png')",1.0,0.9107112770729616
"('50.png', '47.png')",1.0,0.980805817225292
"('50.png', '44.png')",1.0,0.9614764930396316
"('50.png', '10.png')",0.9830508474576272,0.7447226418672188
"('50.png', '53.png')",1.0,0.9799571740963055
"('50.png', '14.png')",0.9870967741935484,0.770298488364392
"('50.png', '34.png')",1.0,0.8979366904073275
"('50.png', '60.png')",1.0,0.9346740378608306
"('50.png', '43.png')",1.0,0.955055084326085
"('50.png', '49.png')",1.0,0.9936288085320374
"('16.png', '40.png')",1.0,0.8469849209827638
"('16.png', '39.png')",1.0,0.8532291936556208
"('16.png', '3.png')",0.8705882352941177,0.9172975139504885
"('16.png', '64.png')",1.0,0.6918512837070646
"('16.png', '62.png')",1.0,0.7047770398646858
"('16.png', '28.png')",0.9957081545064378,0.9233676693681584
"('16.png', '38.png')",0.9945054945054945,0.8595490499891847
"('16.png', '8.png')",0.9878787878787879,0.948987537159366
"('16.png', '1.png')",0.6956521739130435,0.904159812226804
"('16.png', '4.png')",0.89,0.9235417866233454
"('16.png', '63.png')",1.0,0.6985327671918288
"('16.png', '24.png')",0.9960474308300395,0.9489279112382002
"('16.png', '18.png')",0.9969604863221885,0.9873426376506277
"('16.png', '32.png')",0.9952830188679245,0.8979092881446872
"('16.png', '26.png')",0.995850622406639,0.9362413564821498
"('16.png', '23.png')",0.9961538461538462,0.9553749547189146
"('16.png', '52.png')",0.9936708860759493,0.7696270453652397
"('16.png', '37.png')",1.0,0.865955195865281
"('16.png', '6.png')",0.9928057553956835,0.9363410977197457
"('16.png', '21.png')",0.9928571428571429,0.9680943699868861
"('16.png', '51.png')",0.9876543209876543,0.7762946433265038
"('16.png', '20.png')",0.9965870307167235,0.9746490668315091
"('16.png', '13.png')",1.0,0.9810524099603218
"('16.png', '19.png')",0.9935483870967742,0.981130836545013
"('16.png', '45.png')",0.9940828402366864,0.8151401072513802
"('16.png', '22.png')",0.9924812030075187,0.9618096661344264
"('16.png', '54.png')",0.9866666666666667,0.7562331599301083
"('16.png', '7.png')",0.987012987012987,0.9426891268626374
"('16.png', '48.png')",0.9940476190476191,0.7957834900386862
"('16.png', '17.png')",1.0,0.9936999118134855
"('16.png', '9.png')",0.9945945945945946,0.9553656095775142
"('16.png', '2.png')",0.8166666666666667,0.9108123817422467
"('16.png', '55.png')",1.0,0.749826190501516
"('16.png', '11.png')",0.9919028340080972,0.9679328308321676
"('16.png', '31.png')",0.9953917050691244,0.9042954891833421
"('16.png', '27.png')",1.0,0.9297423806226348
"('16.png', '33.png')",0.9902912621359223,0.891309387996742
"('16.png', '5.png')",0.9256198347107438,0.9299419013536813
"('16.png', '15.png')",1.0,0.9937220020598184
"('16.png', '12.png')",0.9926739926739927,0.9742384713956674
"('16.png', '56.png')",1.0,0.7430442229216115
"('16.png', '29.png')",0.9955947136563876,0.9167918595060259
"('16.png', '25.png')",0.995850622406639,0.9426836385653435
"('16.png', '46.png')",0.9941176470588236,0.8086190339352006
"('16.png', '41.png')",1.0,0.8406101440660875
"('16.png', '35.png')",0.9897959183673469,0.8785348013311086
"('16.png', '59.png')",0.9933333333333333,0.7240213653038282
"('16.png', '30.png')",0.9954337899543378,0.9105475868331689
"('16.png', '61.png')",1.0,0.7114315709191877
"('16.png', '42.png')",1.0,0.8342930217911949
"('16.png', '57.png')",1.0,0.7367812820228723
"('16.png', '36.png')",0.9948186528497409,0.8722905286582517
"('16.png', '47.png')",0.9940828402366864,0.8021959885059209
"('16.png', '44.png')",0.9939759036144579,0.821525312691581
"('16.png', '10.png')",0.990990990990991,0.9617208361360056
"('16.png', '53.png')",0.9934640522875817,0.7629589798275188
"('16.png', '14.png')",1.0,0.9872966826331789
"('16.png', '34.png')",0.9902439024390244,0.885065115323885
"('16.png', '60.png')",1.0,0.7176758435920444
"('16.png', '43.png')",0.9941176470588236,0.8279467214051275
"('16.png', '49.png')",0.9940828402366864,0.7893729971991759
"('40.png', '39.png')",1.0,0.9937557273271431
"('40.png', '3.png')",0.7678571428571429,0.7642824349332523
"('40.png', '64.png')",1.0,0.8448663627243008
"('40.png', '62.png')",1.0,0.8577921188819221
"('40.png', '28.png')",1.0,0.9236172516146066
"('40.png', '38.png')",1.0,0.9874358709935794
"('40.png', '8.png')",0.9175257731958762,0.7959724581421296
"('40.png', '1.png')",0.4666666666666667,0.7511447332095678
"('40.png', '4.png')",0.8166666666666667,0.7705267076061092
"('40.png', '63.png')",1.0,0.8515478462090651
"('40.png', '24.png')",1.0,0.8980570097445636
"('40.png', '18.png')",1.0,0.859642283332136
"('40.png', '32.png')",1.0,0.9490756328380766
"('40.png', '26.png')",1.0,0.9107435645006149
"('40.png', '23.png')",1.0,0.8916099662638489
"('40.png', '52.png')",1.0,0.922642124382476
"('40.png', '37.png')",1.0,0.9810297251174833
"('40.png', '6.png')",0.8902439024390244,0.7833260187025095
"('40.png', '21.png')",1.0,0.8788905509958767
"('40.png', '51.png')",1.0,0.9293097223437399
"('40.png', '20.png')",1.0,0.8723358541512544
"('40.png', '13.png')",1.0,0.8280373309430856
"('40.png', '19.png')",1.0,0.8658540844377506
"('40.png', '45.png')",0.9974093264248705,0.9681551862686164
"('40.png', '22.png')",1.0,0.8851752548483368
"('40.png', '54.png')",0.9968847352024922,0.9092482389473445
"('40.png', '7.png')",0.9130434782608695,0.7896740478454012
"('40.png', '48.png')",0.9972602739726028,0.9487985690559224
"('40.png', '17.png')",1.0,0.8532850091692782
"('40.png', '9.png')",0.9711538461538461,0.8023505305602779
"('40.png', '2.png')",0.75,0.7577973027250104
"('40.png', '55.png')",1.0,0.9028412695187523
"('40.png', '11.png')",0.9782608695652174,0.8149177518149312
"('40.png', '31.png')",1.0,0.9426894317994222
"('40.png', '27.png')",1.0,0.91724254036013
"('40.png', '33.png')",1.0,0.9556755329860215
"('40.png', '5.png')",0.8529411764705882,0.776926822336445
"('40.png', '15.png')",1.0,0.840706923042582
"('40.png', '12.png')",0.9795918367346939,0.821223392378431
"('40.png', '56.png')",1.0,0.8960593019388475
"('40.png', '29.png')",1.0,0.9301930614767387
"('40.png', '25.png')",1.0,0.9043012824174204
"('40.png', '46.png')",0.9973821989528796,0.9616341129524368
"('40.png', '41.png')",1.0,0.993625223083324
"('40.png', '35.png')",1.0,0.9684501196516555
"('40.png', '59.png')",1.0,0.8770364443210646
"('40.png', '30.png')",1.0,0.9364373341495957
"('40.png', '61.png')",1.0,0.8644466499364238
"('40.png', '42.png')",1.0,0.9873081008084311
"('40.png', '57.png')",1.0,0.8897963610401085
"('40.png', '36.png')",1.0,0.9746943923245125
"('40.png', '47.png')",0.9973190348525469,0.9552110675231572
"('40.png', '44.png')",0.9974619289340102,0.9745403917088176
"('40.png', '10.png')",0.9754098360655737,0.8087057571187694
"('40.png', '53.png')",0.9969604863221885,0.915974058844755
"('40.png', '14.png')",1.0,0.8342816036159425
"('40.png', '34.png')",1.0,0.9619198056588782
"('40.png', '60.png')",1.0,0.8706909226092808
"('40.png', '43.png')",0.9975308641975309,0.9809618004223637
"('40.png', '49.png')",0.9971830985915493,0.9423880762164121
"('39.png', '3.png')",0.7966101694915254,0.7705267076061095
"('39.png', '64.png')",1.0,0.838622090051444
"('39.png', '62.png')",1.0,0.8515478462090652
"('39.png', '28.png')",1.0,0.9298615242874636
"('39.png', '38.png')",1.0,0.9936801436664364
"('39.png', '8.png')",0.9326923076923077,0.8022167308149867
"('39.png', '1.png')",0.5882352941176471,0.757389005882425
"('39.png', '4.png')",0.8412698412698413,0.7767709802789663
"('39.png', '63.png')",1.0,0.8453035735362082
"('39.png', '24.png')",1.0,0.9043012824174207
"('39.png', '18.png')",1.0,0.865886556004993
"('39.png', '32.png')",1.0,0.9553199055109336
"('39.png', '26.png')",1.0,0.916987837173472
"('39.png', '23.png')",1.0,0.897854238936706
"('39.png', '52.png')",1.0,0.9163978517096192
"('39.png', '37.png')",1.0,0.9872739977903402
"('39.png', '6.png')",0.9058823529411765,0.7895702913753665
"('39.png', '21.png')",1.0,0.8851348236687339
"('39.png', '51.png')",0.9969879518072289,0.923065449670883
"('39.png', '20.png')",1.0,0.8785801268241116
"('39.png', '13.png')",1.0,0.8342816036159427
"('39.png', '19.png')",1.0,0.8720983571106076
"('39.png', '45.png')",0.9973118279569892,0.9619109135957595
"('39.png', '22.png')",1.0,0.8914195275211938
"('39.png', '54.png')",0.9967741935483871,0.9030039662744876
"('39.png', '7.png')",0.9292929292929293,0.7959183205182582
"('39.png', '48.png')",0.9971509971509972,0.9425542963830655
"('39.png', '17.png')",1.0,0.8595292818421352
"('39.png', '9.png')",0.9734513274336283,0.8085948032331349
"('39.png', '2.png')",0.7857142857142857,0.7640415753978674
"('39.png', '55.png')",1.0,0.8965969968458954
"('39.png', '11.png')",0.9797297297297297,0.8211620244877884
"('39.png', '31.png')",1.0,0.9489337044722793
"('39.png', '27.png')",1.0,0.9234868130329872
"('39.png', '33.png')",1.0,0.9619198056588786
"('39.png', '5.png')",0.8732394366197183,0.783171095009302
"('39.png', '15.png')",0.9943820224719101,0.8469511957154391
"('39.png', '12.png')",0.9806451612903225,0.8274676650512882
"('39.png', '56.png')",1.0,0.8898150292659907
"('39.png', '29.png')",1.0,0.9364373341495957
"('39.png', '25.png')",1.0,0.9105455550902773
"('39.png', '46.png')",0.997275204359673,0.95538984027958
"('39.png', '41.png')",1.0,0.987380950410467
"('39.png', '35.png')",1.0,0.9746943923245127
"('39.png', '59.png')",1.0,0.8707921716482078
"('39.png', '30.png')",1.0,0.9426816068224527
"('39.png', '61.png')",1.0,0.858202377263567
"('39.png', '42.png')",1.0,0.9810638281355745
"('39.png', '57.png')",1.0,0.8835520883672517
"('39.png', '36.png')",1.0,0.9809386649973696
