Files Compared,ORB,SSIM
"('8.png', '38.png')",0.9719626168224299,0.7829485764818024
"('8.png', '52.png')",0.967032967032967,0.683756370791492
"('8.png', '1.png')",0.40625,0.9498353284530846
"('8.png', '63.png')",0.9736842105263158,0.6038172492022563
"('8.png', '30.png')",0.937007874015748,0.8410019851502449
"('8.png', '15.png')",0.9924812030075187,0.9490209662875317
"('8.png', '36.png')",0.9469026548672567,0.797646636817776
"('8.png', '56.png')",0.9565217391304348,0.6544949336082898
"('8.png', '51.png')",0.967741935483871,0.6905995045767318
"('8.png', '31.png')",0.9508196721311475,0.8335885928284124
"('8.png', '4.png')",0.9803921568627451,0.9711240839749489
"('8.png', '18.png')",0.9857142857142858,0.9274773300649756
"('8.png', '16.png')",0.995850622406639,0.9419373197368016
"('8.png', '7.png')",0.9976525821596244,0.9929921230035174
"('8.png', '57.png')",0.9545454545454546,0.6470107260479373
"('8.png', '41.png')",0.970873786407767,0.761465999472358
"('8.png', '61.png')",0.9620253164556962,0.6182978460384205
"('8.png', '47.png')",0.9680851063829787,0.7184968226287275
"('8.png', '25.png')",0.9419354838709677,0.8771589722099872
"('8.png', '3.png')",0.924,0.9640838737461244
"('8.png', '48.png')",0.967391304347826,0.7121129690580862
"('8.png', '22.png')",0.9575757575757575,0.8984023275446251
"('8.png', '21.png')",0.9608938547486033,0.9059294418607949
"('8.png', '5.png')",0.9973474801061007,0.978015758425684
"('8.png', '10.png')",0.9975062344139651,0.9856828806884256
"('8.png', '62.png')",0.9736842105263158,0.6111858272219717
"('8.png', '46.png')",0.968421052631579,0.7254357153040422
"('8.png', '43.png')",0.968421052631579,0.7472751050930962
"('8.png', '26.png')",0.952054794520548,0.8701482073085699
"('8.png', '17.png')",0.986784140969163,0.9350253814883028
"('8.png', '2.png')",0.6071428571428571,0.9570065892144836
"('8.png', '44.png')",0.9693877551020408,0.7399115326329252
"('8.png', '49.png')",0.9578947368421052,0.7049541354431499
"('8.png', '53.png')",0.978494623655914,0.67667639461241
"('8.png', '58.png')",0.9529411764705882,0.6398442019258167
"('8.png', '37.png')",0.9724770642201835,0.7903713614759833
"('8.png', '55.png')",0.9565217391304348,0.6619227644287825
"('8.png', '23.png')",0.950920245398773,0.8913623894910924
"('8.png', '54.png')",0.967032967032967,0.6692206378825022
"('8.png', '39.png')",0.9805825242718447,0.7758998092157888
"('8.png', '20.png')",0.9629629629629629,0.9133050459681488
"('8.png', '14.png')",0.996415770609319,0.9561975374106787
"('8.png', '64.png')",0.9733333333333334,0.596547564321639
"('8.png', '35.png')",0.9553571428571429,0.8049261273668536
"('8.png', '40.png')",0.9716981132075472,0.768908383038732
"('8.png', '28.png')",0.9507042253521126,0.8558078432743694
"('8.png', '19.png')",0.97,0.9204881890242979
"('8.png', '27.png')",0.9574468085106383,0.8626889795005744
"('8.png', '50.png')",0.9578947368421052,0.6978449315026233
"('8.png', '59.png')",0.9629629629629629,0.632485025105014
"('8.png', '13.png')",0.9936507936507937,0.9636594412477177
"('8.png', '42.png')",0.9702970297029703,0.7543637055011744
"('8.png', '33.png')",0.95,0.8191840480688283
"('8.png', '45.png')",0.96875,0.7324563878678617
"('8.png', '32.png')",0.9504132231404959,0.8266260120457045
"('8.png', '34.png')",0.9568965517241379,0.8117027079395656
"('8.png', '60.png')",0.9629629629629629,0.6253991219992944
"('8.png', '24.png')",0.9673202614379085,0.8842716434250919
"('8.png', '9.png')",1.0,0.993093203565301
"('8.png', '6.png')",0.9974874371859297,0.9855149577513759
"('8.png', '29.png')",0.9424460431654677,0.8483100104292148
"('8.png', '11.png')",0.9946236559139785,0.9784282045741545
"('8.png', '12.png')",0.9942196531791907,0.9711615461513179
"('38.png', '52.png')",1.0,0.9008077943096905
"('38.png', '1.png')",0.4166666666666667,0.7327839049348869
"('38.png', '63.png')",1.0,0.8208686727204549
"('38.png', '30.png')",1.0,0.9419465913315573
"('38.png', '15.png')",1.0,0.8339276101942721
"('38.png', '36.png')",0.9977578475336323,0.9853019396640262
"('38.png', '56.png')",1.0,0.8715463571264883
"('38.png', '51.png')",1.0,0.9076509280949301
"('38.png', '31.png')",1.0,0.9493599836533898
"('38.png', '4.png')",0.922077922077922,0.754072660456751
"('38.png', '18.png')",1.0,0.8554712464168278
"('38.png', '16.png')",1.0,0.8410112567450007
"('38.png', '7.png')",0.9484536082474226,0.7759406994853197
"('38.png', '57.png')",1.0,0.864062149566136
"('38.png', '41.png')",1.0,0.9785174229905566
"('38.png', '61.png')",1.0,0.835349269556619
"('38.png', '47.png')",1.0,0.9355482461469261
"('38.png', '25.png')",1.0,0.9057896042718173
"('38.png', '3.png')",0.873015873015873,0.7470324502279264
"('38.png', '48.png')",1.0,0.9291643925762846
"('38.png', '22.png')",1.0,0.8845462489371784
"('38.png', '21.png')",0.9962264150943396,0.877019134621008
